	sequences per sample	iteration	K3.H	K3.Z	M2.Middle.L	K3.A	K3.V	K3.K	K3.B	K3.C	M2.Thumb.L	M2.Pinky.L	K3.E	M2.Middle.R	M3.Pinky.L	K1.Space	K1.N	K1.Shift.R	M3.Pinky.R	K3.Enter	K3.U	K3.Q	K3.Space	K1.Y	M2.Index.R	K3.G	K1.G	M3.Thumb.R	K1.R	K1.M	K3.J	K3.Y	K3.T	M2.Ring.R	K1.W	K1.T	M3.Middle.L	K3.I	M3.Ring.R	K1.B	K2.G	K3.W	K3.M	K2.B	K1.P	K2.N	M3.Index.R	K3.L	K3.F	K1.L	K1.H	K1.V	K2.Enter	M3.Ring.L	K1.C	K3.O	K2.F	M9.Middle.R	M9.Ring.R	M9.Thumb.L	K1.Q	K2.Y	M3.Middle.R	M9.Thumb.R	M3.Thumb.L	M2.Pinky.R	K3.Shift.R	K3.Shift.L	K2.E	M9.Pinky.R	K1.X	M9.Ring.L	K2.S	K2.H	K1.E	M2.Thumb.R	M2.Ring.L	K2.C	M9.Index.R	M2.Index.L	K2.V	K2.O	M9.Index.L	K2.W	K2.D	M3.Index.L	M9.Pinky.L	K3.S	K3.D	K2.X	K2.A	K2.P	M9.Middle.L	K2.M
alpha_rarefaction_67_0.txt	67	0	36.0	38.0	21.0	38.0	34.0	22.0	32.0	40.0	33.0	30.0	34.0	32.0	24.0	14.0	13.0	19.0	25.0	36.0	32.0	44.0	40.0	13.0	35.0	34.0	10.0	17.0	20.0	15.0	37.0	27.0	31.0	30.0	14.0	11.0	14.0	35.0	18.0	16.0	12.0	32.0	25.0	17.0	17.0	11.0	20.0	34.0	38.0	17.0	12.0	15.0	17.0	10.0	11.0	25.0	11.0	12.0	7.0	17.0	19.0	11.0	23.0	14.0	8.0	24.0	35.0	33.0	12.0	11.0	15.0	7.0	10.0	12.0	13.0	34.0	22.0	10.0	9.0	32.0	12.0	13.0	12.0	7.0	12.0	12.0	14.0	25.0	36.0	10.0	11.0	13.0	8.0	16.0
alpha_rarefaction_67_1.txt	67	1	31.0	43.0	21.0	35.0	32.0	26.0	38.0	46.0	28.0	32.0	42.0	32.0	26.0	15.0	11.0	20.0	16.0	32.0	32.0	43.0	43.0	17.0	34.0	38.0	15.0	13.0	20.0	18.0	31.0	35.0	32.0	30.0	15.0	11.0	14.0	37.0	22.0	16.0	15.0	32.0	26.0	12.0	17.0	10.0	21.0	33.0	37.0	20.0	12.0	7.0	11.0	5.0	10.0	29.0	15.0	13.0	13.0	14.0	19.0	11.0	23.0	16.0	7.0	25.0	33.0	33.0	9.0	14.0	16.0	16.0	11.0	11.0	11.0	32.0	22.0	9.0	6.0	28.0	16.0	12.0	9.0	6.0	8.0	10.0	11.0	23.0	36.0	8.0	14.0	15.0	11.0	17.0
alpha_rarefaction_67_2.txt	67	2	30.0	42.0	24.0	30.0	41.0	21.0	33.0	43.0	28.0	32.0	43.0	31.0	22.0	15.0	13.0	28.0	23.0	38.0	29.0	42.0	41.0	13.0	33.0	33.0	12.0	15.0	19.0	20.0	33.0	33.0	28.0	31.0	14.0	15.0	16.0	41.0	19.0	16.0	8.0	35.0	28.0	14.0	16.0	9.0	17.0	31.0	38.0	21.0	12.0	14.0	13.0	4.0	8.0	26.0	15.0	10.0	12.0	17.0	18.0	7.0	20.0	14.0	10.0	22.0	39.0	30.0	7.0	11.0	15.0	16.0	11.0	14.0	15.0	27.0	18.0	9.0	10.0	32.0	11.0	11.0	8.0	5.0	10.0	16.0	13.0	25.0	37.0	10.0	13.0	12.0	11.0	13.0
alpha_rarefaction_67_3.txt	67	3	32.0	38.0	23.0	31.0	38.0	27.0	35.0	44.0	31.0	29.0	35.0	30.0	23.0	17.0	13.0	24.0	22.0	37.0	30.0	45.0	43.0	19.0	33.0	30.0	14.0	16.0	21.0	19.0	30.0	33.0	30.0	37.0	12.0	19.0	11.0	35.0	20.0	12.0	13.0	36.0	32.0	13.0	11.0	13.0	18.0	35.0	43.0	20.0	10.0	14.0	16.0	13.0	8.0	29.0	16.0	12.0	13.0	14.0	21.0	12.0	19.0	13.0	17.0	30.0	35.0	31.0	12.0	11.0	16.0	16.0	13.0	10.0	16.0	27.0	24.0	9.0	11.0	26.0	11.0	11.0	10.0	6.0	7.0	11.0	14.0	31.0	37.0	13.0	14.0	13.0	3.0	11.0
alpha_rarefaction_67_4.txt	67	4	32.0	47.0	24.0	31.0	35.0	25.0	32.0	40.0	30.0	36.0	38.0	34.0	22.0	16.0	12.0	20.0	12.0	32.0	33.0	42.0	39.0	13.0	30.0	33.0	13.0	17.0	16.0	21.0	32.0	27.0	36.0	30.0	13.0	15.0	11.0	39.0	23.0	16.0	13.0	35.0	30.0	15.0	16.0	10.0	22.0	28.0	32.0	21.0	11.0	9.0	18.0	10.0	12.0	37.0	14.0	7.0	11.0	14.0	16.0	6.0	21.0	15.0	10.0	27.0	36.0	34.0	6.0	16.0	16.0	17.0	11.0	8.0	13.0	36.0	19.0	11.0	12.0	27.0	10.0	11.0	13.0	8.0	8.0	14.0	12.0	28.0	40.0	7.0	16.0	10.0	11.0	14.0
alpha_rarefaction_67_5.txt	67	5	35.0	39.0	28.0	39.0	35.0	24.0	33.0	39.0	28.0	31.0	35.0	29.0	24.0	16.0	12.0	25.0	13.0	31.0	33.0	41.0	39.0	14.0	32.0	34.0	13.0	24.0	16.0	17.0	32.0	33.0	33.0	27.0	13.0	16.0	16.0	37.0	22.0	16.0	8.0	34.0	27.0	12.0	18.0	10.0	22.0	34.0	33.0	16.0	17.0	14.0	16.0	9.0	11.0	28.0	14.0	9.0	14.0	16.0	17.0	12.0	21.0	19.0	11.0	30.0	35.0	28.0	13.0	14.0	12.0	18.0	13.0	10.0	11.0	32.0	21.0	10.0	9.0	27.0	10.0	12.0	7.0	9.0	7.0	16.0	13.0	26.0	32.0	11.0	16.0	11.0	11.0	10.0
alpha_rarefaction_67_6.txt	67	6	30.0	39.0	28.0	36.0	33.0	29.0	36.0	38.0	26.0	30.0	41.0	28.0	23.0	13.0	10.0	20.0	27.0	31.0	34.0	44.0	43.0	17.0	28.0	37.0	9.0	21.0	16.0	19.0	38.0	24.0	26.0	26.0	11.0	14.0	16.0	37.0	24.0	16.0	10.0	33.0	24.0	12.0	15.0	11.0	23.0	36.0	37.0	17.0	12.0	13.0	13.0	7.0	9.0	28.0	12.0	12.0	13.0	13.0	22.0	10.0	24.0	15.0	9.0	29.0	34.0	27.0	9.0	8.0	13.0	17.0	11.0	10.0	16.0	34.0	23.0	11.0	10.0	32.0	16.0	9.0	7.0	9.0	8.0	11.0	18.0	31.0	35.0	12.0	14.0	15.0	8.0	15.0
alpha_rarefaction_67_7.txt	67	7	32.0	47.0	26.0	36.0	35.0	23.0	39.0	40.0	26.0	30.0	40.0	35.0	19.0	14.0	14.0	27.0	18.0	35.0	33.0	44.0	45.0	13.0	30.0	35.0	14.0	16.0	19.0	19.0	36.0	32.0	31.0	23.0	16.0	13.0	13.0	41.0	24.0	16.0	11.0	40.0	25.0	14.0	17.0	10.0	18.0	35.0	36.0	16.0	13.0	14.0	15.0	9.0	6.0	30.0	16.0	6.0	7.0	14.0	19.0	11.0	22.0	17.0	10.0	26.0	42.0	31.0	8.0	12.0	13.0	17.0	11.0	11.0	12.0	30.0	17.0	8.0	12.0	28.0	10.0	10.0	11.0	8.0	7.0	12.0	21.0	29.0	34.0	11.0	14.0	14.0	12.0	19.0
alpha_rarefaction_67_8.txt	67	8	31.0	39.0	22.0	34.0	40.0	22.0	34.0	40.0	28.0	31.0	36.0	29.0	26.0	14.0	15.0	21.0	14.0	37.0	30.0	44.0	47.0	19.0	36.0	32.0	12.0	19.0	20.0	19.0	43.0	29.0	32.0	25.0	12.0	13.0	14.0	41.0	23.0	13.0	11.0	35.0	30.0	14.0	14.0	10.0	16.0	34.0	42.0	15.0	11.0	11.0	15.0	9.0	12.0	32.0	14.0	9.0	13.0	14.0	18.0	14.0	22.0	17.0	11.0	28.0	36.0	33.0	9.0	15.0	16.0	15.0	11.0	11.0	13.0	32.0	19.0	11.0	7.0	28.0	10.0	13.0	10.0	6.0	9.0	13.0	18.0	29.0	36.0	11.0	13.0	14.0	13.0	11.0
alpha_rarefaction_67_9.txt	67	9	29.0	37.0	28.0	35.0	42.0	24.0	44.0	39.0	27.0	25.0	32.0	29.0	24.0	16.0	11.0	24.0	16.0	38.0	35.0	48.0	40.0	14.0	36.0	34.0	9.0	17.0	16.0	21.0	37.0	27.0	29.0	28.0	12.0	14.0	10.0	43.0	21.0	21.0	13.0	35.0	24.0	15.0	19.0	12.0	20.0	34.0	39.0	15.0	11.0	12.0	13.0	5.0	8.0	29.0	14.0	10.0	15.0	12.0	17.0	13.0	18.0	14.0	11.0	30.0	37.0	31.0	12.0	11.0	12.0	20.0	10.0	10.0	13.0	33.0	19.0	12.0	12.0	28.0	12.0	12.0	10.0	8.0	7.0	13.0	16.0	27.0	34.0	12.0	14.0	14.0	9.0	11.0
alpha_rarefaction_86_0.txt	86	0	36.0	49.0	29.0	41.0	48.0	29.0	47.0	41.0	29.0	36.0	42.0	32.0	27.0	20.0	16.0	31.0	27.0	43.0	36.0	55.0	60.0	24.0	43.0	41.0	11.0	20.0	22.0	19.0	36.0	38.0	37.0	28.0	16.0	16.0	16.0	42.0	25.0	16.0	15.0	36.0	30.0	14.0	16.0	10.0	18.0	33.0	38.0	26.0	15.0	13.0	14.0	9.0	11.0	41.0	19.0	17.0	10.0	14.0	20.0	14.0	31.0	23.0	17.0	33.0	41.0	34.0	7.0	14.0	17.0	18.0	14.0	11.0	14.0	39.0	22.0	10.0	11.0	32.0	20.0	11.0	9.0	10.0	11.0	17.0	17.0	38.0	42.0	10.0	13.0	13.0	12.0	10.0
alpha_rarefaction_86_1.txt	86	1	44.0	51.0	25.0	39.0	44.0	31.0	48.0	45.0	29.0	37.0	42.0	35.0	26.0	19.0	15.0	29.0	30.0	41.0	40.0	53.0	59.0	17.0	43.0	43.0	15.0	22.0	20.0	21.0	43.0	39.0	36.0	39.0	20.0	14.0	18.0	46.0	27.0	16.0	13.0	43.0	27.0	17.0	17.0	12.0	27.0	38.0	48.0	21.0	18.0	13.0	18.0	12.0	11.0	34.0	15.0	15.0	14.0	16.0	19.0	14.0	22.0	18.0	17.0	33.0	47.0	37.0	11.0	18.0	23.0	17.0	12.0	12.0	14.0	38.0	20.0	13.0	8.0	31.0	17.0	14.0	12.0	11.0	12.0	16.0	15.0	33.0	42.0	9.0	17.0	13.0	19.0	16.0
alpha_rarefaction_86_2.txt	86	2	45.0	50.0	30.0	36.0	47.0	33.0	42.0	48.0	35.0	30.0	44.0	37.0	29.0	18.0	17.0	32.0	23.0	34.0	38.0	46.0	53.0	21.0	34.0	43.0	13.0	18.0	22.0	19.0	44.0	39.0	39.0	33.0	19.0	17.0	12.0	44.0	16.0	16.0	13.0	37.0	28.0	11.0	23.0	13.0	27.0	37.0	40.0	23.0	17.0	14.0	16.0	9.0	13.0	31.0	20.0	12.0	18.0	11.0	21.0	19.0	24.0	20.0	15.0	34.0	46.0	43.0	11.0	19.0	17.0	16.0	11.0	10.0	15.0	36.0	24.0	14.0	12.0	34.0	12.0	12.0	8.0	9.0	10.0	17.0	14.0	35.0	44.0	13.0	15.0	11.0	15.0	18.0
alpha_rarefaction_86_3.txt	86	3	39.0	49.0	23.0	44.0	43.0	34.0	41.0	43.0	32.0	34.0	42.0	34.0	30.0	22.0	10.0	29.0	24.0	43.0	33.0	53.0	56.0	20.0	39.0	38.0	13.0	21.0	25.0	16.0	37.0	38.0	45.0	30.0	17.0	19.0	18.0	48.0	26.0	14.0	17.0	40.0	29.0	16.0	22.0	12.0	22.0	33.0	48.0	23.0	14.0	13.0	16.0	13.0	10.0	33.0	14.0	13.0	20.0	16.0	22.0	16.0	21.0	20.0	12.0	39.0	37.0	36.0	16.0	18.0	15.0	24.0	8.0	12.0	19.0	37.0	26.0	14.0	12.0	33.0	12.0	15.0	14.0	6.0	14.0	17.0	17.0	36.0	45.0	10.0	16.0	21.0	13.0	15.0
alpha_rarefaction_86_4.txt	86	4	35.0	47.0	20.0	38.0	38.0	31.0	40.0	50.0	29.0	31.0	39.0	35.0	27.0	14.0	15.0	32.0	21.0	42.0	32.0	54.0	55.0	20.0	37.0	35.0	15.0	18.0	23.0	21.0	38.0	39.0	41.0	26.0	16.0	15.0	17.0	48.0	27.0	17.0	12.0	45.0	31.0	20.0	20.0	13.0	24.0	38.0	40.0	22.0	14.0	14.0	17.0	12.0	10.0	39.0	21.0	14.0	17.0	12.0	21.0	13.0	25.0	20.0	12.0	34.0	42.0	39.0	10.0	19.0	17.0	12.0	12.0	11.0	16.0	36.0	25.0	11.0	8.0	36.0	12.0	11.0	6.0	9.0	11.0	15.0	19.0	30.0	44.0	10.0	16.0	16.0	14.0	15.0
alpha_rarefaction_86_5.txt	86	5	38.0	46.0	29.0	40.0	45.0	32.0	44.0	48.0	36.0	33.0	46.0	37.0	34.0	20.0	16.0	30.0	19.0	42.0	43.0	57.0	53.0	18.0	41.0	40.0	16.0	18.0	22.0	22.0	40.0	37.0	39.0	35.0	19.0	12.0	16.0	47.0	30.0	22.0	14.0	43.0	31.0	16.0	18.0	15.0	27.0	41.0	46.0	27.0	15.0	14.0	18.0	7.0	10.0	35.0	21.0	10.0	18.0	14.0	22.0	14.0	24.0	22.0	10.0	29.0	46.0	35.0	10.0	13.0	17.0	15.0	10.0	10.0	17.0	36.0	21.0	12.0	14.0	29.0	12.0	15.0	13.0	5.0	8.0	15.0	14.0	35.0	43.0	10.0	20.0	15.0	15.0	16.0
alpha_rarefaction_86_6.txt	86	6	35.0	42.0	25.0	42.0	46.0	26.0	38.0	47.0	29.0	35.0	40.0	35.0	31.0	20.0	17.0	28.0	24.0	40.0	37.0	48.0	52.0	19.0	40.0	45.0	14.0	19.0	22.0	22.0	40.0	36.0	35.0	33.0	19.0	19.0	19.0	52.0	26.0	22.0	11.0	43.0	29.0	12.0	21.0	16.0	19.0	37.0	45.0	22.0	13.0	14.0	19.0	7.0	6.0	31.0	19.0	8.0	15.0	15.0	22.0	13.0	29.0	20.0	12.0	31.0	48.0	40.0	12.0	15.0	15.0	15.0	13.0	9.0	19.0	37.0	21.0	12.0	10.0	40.0	7.0	15.0	9.0	6.0	9.0	13.0	17.0	33.0	46.0	12.0	17.0	15.0	12.0	17.0
alpha_rarefaction_86_7.txt	86	7	38.0	49.0	28.0	41.0	46.0	28.0	47.0	43.0	32.0	33.0	47.0	38.0	29.0	17.0	15.0	33.0	23.0	48.0	34.0	51.0	53.0	17.0	35.0	40.0	15.0	19.0	19.0	21.0	34.0	38.0	34.0	32.0	13.0	18.0	20.0	43.0	26.0	18.0	11.0	42.0	34.0	19.0	17.0	15.0	26.0	42.0	46.0	21.0	13.0	9.0	15.0	10.0	10.0	36.0	20.0	14.0	17.0	12.0	21.0	13.0	26.0	21.0	15.0	32.0	43.0	39.0	15.0	19.0	15.0	13.0	11.0	13.0	16.0	32.0	24.0	10.0	13.0	36.0	13.0	15.0	9.0	11.0	8.0	17.0	24.0	37.0	42.0	11.0	15.0	12.0	15.0	14.0
alpha_rarefaction_86_8.txt	86	8	38.0	49.0	25.0	37.0	38.0	33.0	49.0	45.0	31.0	35.0	43.0	36.0	26.0	16.0	18.0	32.0	19.0	37.0	36.0	56.0	53.0	22.0	36.0	41.0	18.0	23.0	22.0	24.0	38.0	42.0	33.0	30.0	23.0	18.0	14.0	46.0	26.0	17.0	9.0	39.0	32.0	16.0	18.0	11.0	11.0	35.0	44.0	25.0	11.0	15.0	19.0	13.0	12.0	29.0	18.0	17.0	15.0	20.0	21.0	11.0	24.0	18.0	16.0	38.0	39.0	30.0	11.0	15.0	19.0	17.0	13.0	9.0	16.0	33.0	24.0	10.0	13.0	31.0	16.0	12.0	9.0	8.0	12.0	12.0	20.0	34.0	39.0	12.0	19.0	12.0	12.0	18.0
alpha_rarefaction_86_9.txt	86	9	42.0	45.0	30.0	34.0	48.0	29.0	45.0	47.0	29.0	38.0	42.0	35.0	28.0	15.0	18.0	32.0	23.0	49.0	30.0	54.0	51.0	23.0	36.0	39.0	19.0	18.0	21.0	22.0	36.0	39.0	45.0	32.0	15.0	14.0	22.0	44.0	28.0	18.0	15.0	42.0	30.0	15.0	23.0	16.0	27.0	44.0	39.0	19.0	15.0	16.0	16.0	11.0	11.0	42.0	20.0	13.0	14.0	17.0	21.0	10.0	28.0	20.0	10.0	32.0	39.0	40.0	14.0	15.0	14.0	19.0	13.0	11.0	14.0	42.0	22.0	14.0	10.0	32.0	13.0	13.0	8.0	7.0	15.0	19.0	14.0	33.0	45.0	13.0	18.0	11.0	13.0	13.0
alpha_rarefaction_105_0.txt	105	0	42.0	53.0	28.0	47.0	51.0	29.0	50.0	53.0	36.0	42.0	52.0	38.0	40.0	22.0	14.0	30.0	29.0	45.0	38.0	60.0	53.0	24.0	42.0	52.0	17.0	16.0	24.0	25.0	49.0	47.0	45.0	32.0	19.0	18.0	19.0	49.0	24.0	13.0	17.0	46.0	38.0	19.0	25.0	12.0	22.0	47.0	49.0	25.0	18.0	19.0	17.0	10.0	13.0	42.0	15.0	18.0	16.0	23.0	26.0	14.0	28.0	22.0	16.0	37.0	47.0	41.0	16.0	20.0	21.0	25.0	13.0	13.0	20.0	45.0	27.0	13.0	12.0	40.0	18.0	16.0	15.0	9.0	14.0	17.0	21.0	43.0	44.0	13.0	16.0	16.0	16.0	15.0
alpha_rarefaction_105_1.txt	105	1	44.0	58.0	35.0	36.0	40.0	36.0	46.0	52.0	39.0	36.0	43.0	44.0	31.0	20.0	18.0	32.0	28.0	45.0	42.0	63.0	62.0	28.0	45.0	41.0	19.0	25.0	22.0	24.0	42.0	45.0	44.0	33.0	18.0	13.0	17.0	53.0	24.0	21.0	16.0	48.0	38.0	18.0	16.0	12.0	28.0	43.0	53.0	23.0	16.0	18.0	23.0	13.0	12.0	36.0	20.0	13.0	16.0	17.0	24.0	15.0	31.0	23.0	19.0	38.0	44.0	43.0	15.0	18.0	17.0	15.0	16.0	13.0	23.0	36.0	28.0	12.0	12.0	37.0	17.0	14.0	12.0	10.0	11.0	19.0	16.0	39.0	49.0	13.0	22.0	16.0	9.0	24.0
alpha_rarefaction_105_2.txt	105	2	39.0	51.0	37.0	48.0	54.0	39.0	50.0	54.0	37.0	38.0	40.0	46.0	34.0	24.0	20.0	32.0	29.0	44.0	43.0	62.0	59.0	22.0	43.0	49.0	14.0	23.0	22.0	25.0	48.0	48.0	47.0	38.0	17.0	15.0	20.0	56.0	30.0	17.0	17.0	41.0	37.0	17.0	23.0	18.0	24.0	43.0	57.0	26.0	20.0	19.0	23.0	13.0	12.0	40.0	17.0	12.0	14.0	14.0	19.0	15.0	34.0	25.0	19.0	41.0	47.0	35.0	12.0	20.0	23.0	20.0	13.0	12.0	18.0	41.0	28.0	13.0	14.0	37.0	16.0	21.0	14.0	9.0	13.0	20.0	20.0	46.0	47.0	10.0	19.0	20.0	14.0	14.0
alpha_rarefaction_105_3.txt	105	3	40.0	55.0	31.0	44.0	58.0	32.0	46.0	49.0	37.0	42.0	49.0	41.0	34.0	18.0	22.0	28.0	23.0	47.0	45.0	64.0	61.0	25.0	46.0	40.0	14.0	24.0	24.0	26.0	48.0	42.0	45.0	30.0	23.0	16.0	25.0	49.0	28.0	21.0	17.0	46.0	38.0	16.0	23.0	16.0	24.0	42.0	51.0	31.0	20.0	18.0	15.0	12.0	13.0	42.0	24.0	12.0	12.0	15.0	22.0	12.0	34.0	20.0	13.0	40.0	48.0	45.0	13.0	15.0	18.0	11.0	11.0	12.0	17.0	38.0	26.0	18.0	11.0	40.0	18.0	16.0	12.0	8.0	11.0	20.0	18.0	38.0	48.0	13.0	16.0	15.0	15.0	18.0
alpha_rarefaction_105_4.txt	105	4	41.0	58.0	34.0	49.0	47.0	29.0	48.0	54.0	39.0	40.0	47.0	42.0	32.0	22.0	20.0	34.0	20.0	43.0	42.0	58.0	55.0	25.0	38.0	45.0	20.0	23.0	24.0	28.0	46.0	42.0	43.0	35.0	19.0	15.0	27.0	48.0	25.0	21.0	16.0	44.0	36.0	17.0	20.0	13.0	31.0	44.0	47.0	27.0	17.0	17.0	15.0	16.0	9.0	44.0	21.0	14.0	20.0	16.0	20.0	14.0	33.0	25.0	20.0	36.0	43.0	42.0	17.0	18.0	18.0	15.0	14.0	10.0	15.0	37.0	26.0	11.0	12.0	36.0	18.0	16.0	15.0	8.0	14.0	20.0	23.0	38.0	50.0	14.0	18.0	15.0	13.0	18.0
alpha_rarefaction_105_5.txt	105	5	46.0	59.0	33.0	36.0	52.0	33.0	46.0	57.0	36.0	36.0	47.0	42.0	33.0	19.0	18.0	33.0	29.0	50.0	42.0	63.0	64.0	23.0	46.0	43.0	14.0	20.0	22.0	26.0	43.0	44.0	44.0	34.0	22.0	16.0	18.0	53.0	27.0	25.0	15.0	43.0	40.0	20.0	20.0	9.0	31.0	43.0	53.0	22.0	18.0	22.0	20.0	15.0	9.0	43.0	20.0	17.0	14.0	17.0	24.0	19.0	31.0	24.0	17.0	34.0	47.0	43.0	14.0	18.0	19.0	21.0	14.0	12.0	17.0	40.0	25.0	14.0	14.0	34.0	16.0	15.0	14.0	11.0	13.0	23.0	22.0	39.0	44.0	14.0	18.0	11.0	15.0	19.0
alpha_rarefaction_105_6.txt	105	6	40.0	53.0	31.0	46.0	51.0	36.0	55.0	52.0	36.0	36.0	51.0	41.0	33.0	18.0	19.0	31.0	25.0	40.0	37.0	63.0	49.0	27.0	47.0	51.0	12.0	22.0	28.0	24.0	43.0	44.0	45.0	40.0	12.0	18.0	19.0	58.0	29.0	24.0	17.0	47.0	39.0	18.0	18.0	13.0	31.0	48.0	47.0	29.0	19.0	14.0	15.0	10.0	9.0	38.0	17.0	12.0	20.0	17.0	29.0	12.0	30.0	23.0	18.0	36.0	50.0	37.0	10.0	14.0	22.0	24.0	10.0	10.0	18.0	44.0	22.0	11.0	15.0	36.0	19.0	18.0	11.0	8.0	14.0	18.0	21.0	32.0	46.0	13.0	19.0	13.0	15.0	19.0
alpha_rarefaction_105_7.txt	105	7	43.0	52.0	31.0	43.0	55.0	33.0	50.0	50.0	40.0	39.0	51.0	46.0	31.0	22.0	21.0	33.0	23.0	49.0	43.0	56.0	62.0	24.0	39.0	50.0	15.0	22.0	29.0	20.0	47.0	44.0	37.0	37.0	18.0	17.0	20.0	58.0	29.0	25.0	13.0	46.0	38.0	16.0	24.0	14.0	26.0	49.0	56.0	29.0	18.0	14.0	23.0	15.0	12.0	41.0	21.0	18.0	16.0	19.0	19.0	17.0	33.0	20.0	18.0	37.0	50.0	45.0	14.0	12.0	21.0	21.0	13.0	12.0	19.0	42.0	25.0	11.0	11.0	35.0	15.0	14.0	10.0	9.0	15.0	20.0	22.0	34.0	49.0	14.0	18.0	15.0	15.0	16.0
alpha_rarefaction_105_8.txt	105	8	39.0	57.0	33.0	44.0	43.0	27.0	46.0	55.0	38.0	37.0	50.0	43.0	33.0	22.0	17.0	34.0	32.0	44.0	47.0	60.0	54.0	25.0	43.0	50.0	12.0	24.0	26.0	25.0	47.0	40.0	43.0	36.0	19.0	18.0	10.0	56.0	21.0	15.0	18.0	45.0	38.0	23.0	18.0	14.0	31.0	46.0	54.0	26.0	15.0	17.0	19.0	12.0	11.0	42.0	13.0	10.0	17.0	18.0	26.0	13.0	30.0	23.0	19.0	36.0	48.0	47.0	14.0	13.0	19.0	12.0	10.0	9.0	18.0	38.0	24.0	11.0	15.0	37.0	15.0	18.0	12.0	9.0	14.0	19.0	21.0	43.0	48.0	15.0	16.0	16.0	11.0	18.0
alpha_rarefaction_105_9.txt	105	9	40.0	55.0	30.0	46.0	49.0	38.0	53.0	48.0	35.0	40.0	46.0	39.0	28.0	14.0	19.0	32.0	25.0	48.0	44.0	56.0	52.0	19.0	42.0	42.0	18.0	24.0	25.0	19.0	39.0	51.0	45.0	36.0	16.0	18.0	20.0	53.0	28.0	22.0	18.0	47.0	36.0	19.0	24.0	13.0	26.0	42.0	51.0	30.0	14.0	16.0	24.0	16.0	15.0	43.0	20.0	14.0	19.0	17.0	26.0	13.0	32.0	22.0	18.0	38.0	50.0	47.0	10.0	18.0	19.0	18.0	14.0	13.0	14.0	39.0	24.0	15.0	12.0	39.0	14.0	14.0	14.0	9.0	13.0	23.0	21.0	41.0	40.0	12.0	21.0	14.0	14.0	18.0
alpha_rarefaction_124_0.txt	124	0	42.0	58.0	35.0	47.0	57.0	40.0	58.0	54.0	45.0	46.0	56.0	45.0	33.0	21.0	19.0	35.0	32.0	58.0	40.0	65.0	62.0	25.0	45.0	52.0	14.0	22.0	27.0	24.0	51.0	52.0	46.0	35.0	24.0	21.0	19.0	52.0	37.0	23.0	15.0	45.0	38.0	23.0	24.0	16.0	31.0	53.0	55.0	26.0	17.0	16.0	28.0	16.0	12.0	49.0	21.0	17.0	20.0	18.0	26.0	20.0	35.0	22.0	13.0	43.0	52.0	50.0	15.0	19.0	18.0	19.0	15.0	10.0	19.0	48.0	34.0	17.0	16.0	45.0	20.0	20.0	13.0	10.0	15.0	21.0	20.0	45.0	52.0	17.0	18.0	21.0	15.0	25.0
alpha_rarefaction_124_1.txt	124	1	45.0	59.0	33.0	46.0	55.0	32.0	53.0	64.0	42.0	44.0	52.0	46.0	39.0	24.0	21.0	30.0	30.0	58.0	51.0	67.0	67.0	25.0	42.0	54.0	16.0	25.0	26.0	29.0	47.0	44.0	47.0	40.0	23.0	16.0	18.0	51.0	37.0	24.0	19.0	46.0	42.0	22.0	23.0	14.0	31.0	50.0	50.0	24.0	18.0	19.0	20.0	10.0	12.0	41.0	22.0	18.0	16.0	18.0	28.0	16.0	32.0	24.0	17.0	42.0	51.0	45.0	15.0	16.0	20.0	21.0	17.0	11.0	20.0	45.0	27.0	14.0	17.0	39.0	17.0	14.0	13.0	12.0	13.0	17.0	21.0	45.0	53.0	18.0	20.0	20.0	15.0	25.0
alpha_rarefaction_124_2.txt	124	2	43.0	68.0	39.0	51.0	61.0	33.0	58.0	62.0	40.0	42.0	52.0	47.0	29.0	24.0	21.0	43.0	33.0	60.0	49.0	64.0	62.0	25.0	48.0	46.0	16.0	22.0	27.0	29.0	50.0	52.0	47.0	39.0	22.0	20.0	20.0	53.0	33.0	28.0	22.0	49.0	38.0	19.0	20.0	17.0	30.0	47.0	55.0	27.0	22.0	18.0	22.0	14.0	12.0	44.0	22.0	13.0	21.0	20.0	32.0	18.0	22.0	23.0	15.0	44.0	52.0	56.0	16.0	21.0	25.0	25.0	15.0	14.0	20.0	42.0	32.0	9.0	10.0	45.0	21.0	19.0	13.0	11.0	13.0	21.0	22.0	44.0	52.0	15.0	17.0	22.0	17.0	17.0
alpha_rarefaction_124_3.txt	124	3	46.0	57.0	38.0	49.0	51.0	44.0	58.0	58.0	42.0	46.0	61.0	43.0	35.0	25.0	16.0	34.0	30.0	56.0	45.0	68.0	65.0	21.0	49.0	53.0	19.0	21.0	25.0	25.0	50.0	52.0	47.0	45.0	22.0	22.0	26.0	63.0	32.0	20.0	20.0	50.0	43.0	24.0	22.0	15.0	32.0	49.0	59.0	26.0	22.0	18.0	20.0	12.0	13.0	46.0	22.0	13.0	19.0	17.0	23.0	15.0	34.0	17.0	11.0	34.0	48.0	38.0	20.0	20.0	25.0	18.0	14.0	13.0	20.0	43.0	30.0	14.0	17.0	41.0	17.0	18.0	14.0	10.0	16.0	22.0	19.0	40.0	51.0	14.0	17.0	13.0	18.0	22.0
