	K3.H	K3.Z	M2.Middle.L	K3.A	K3.V	K3.K	K3.B	K3.C	M2.Thumb.L	M2.Pinky.L	K3.E	M2.Middle.R	M3.Pinky.L	K1.Space	K1.N	K1.Shift.R	M3.Pinky.R	K3.Enter	K3.U	K3.Q	K3.Space	K1.Y	M2.Index.R	K3.G	K1.G	M3.Thumb.R	K1.R	K1.M	K3.J	K3.Y	K3.T	M2.Ring.R	K1.W	K1.T	M3.Middle.L	K3.I	M3.Ring.R	K1.B	K2.G	K3.W	K3.M	K2.B	K1.P	K2.N	M3.Index.R	K3.L	K3.F	K1.L	K1.H	K1.V	K2.Enter	M3.Ring.L	K1.C	K3.O	K2.F	M9.Middle.R	M9.Ring.R	M9.Thumb.L	K1.Q	K2.Y	M3.Middle.R	M9.Thumb.R	M3.Thumb.L	M2.Pinky.R	K3.Shift.R	K3.Shift.L	K2.E	M9.Pinky.R	K1.X	M9.Ring.L	K2.S	K2.H	K1.E	M2.Thumb.R	M2.Ring.L	K2.C	M9.Index.R	M2.Index.L	K2.V	K2.O	M9.Index.L	K2.W	K2.D	M3.Index.L	M9.Pinky.L	K3.S	K3.D	K2.X	K2.A	K2.P	M9.Middle.L	K2.M
K3.E	0.6915950866	0.527123136884	0.446191493636	0.526521002661	0.556566621776	0.50944130791	0.553687403744	0.395032655913	0.457610458413	0.568408446919	0.0	0.607760242194	0.673348885053	0.842762083891	0.824641398418	0.717385543265	0.747869919174	0.577442540171	0.570528441825	0.552776008037	0.574542813006	0.780167825408	0.690344791987	0.604947780796	0.767864505835	0.804543232206	0.741263684349	0.766239774028	0.628461067923	0.651595576232	0.574980538637	0.601108046302	0.752971615451	0.764665593756	0.700577840786	0.566463403984	0.795551599517	0.750569011	0.792550410371	0.518380502615	0.702795294434	0.842628539083	0.702694095701	0.745744759465	0.736873283489	0.613286317454	0.492597003592	0.815170765267	0.798363930892	0.751818069543	0.825042890145	0.793605619861	0.819035039461	0.655147466373	0.82731566518	0.770970905842	0.772154848744	0.706524457288	0.724688919364	0.808548714135	0.714795532228	0.762781312757	0.74991168629	0.680289705705	0.511851051801	0.610290725537	0.848701009704	0.754714191122	0.778067627581	0.804493254678	0.786174684136	0.865645812231	0.755931933033	0.692035583135	0.501040123105	0.80730383207	0.749868583951	0.545318234159	0.793389799417	0.808656877536	0.72788526236	0.835086965858	0.815975546699	0.8144767392	0.780239239637	0.500097781751	0.390764778559	0.801345633969	0.758312831062	0.833829263227	0.843828597316	0.761989120212
M2.Middle.R	0.561057061446	0.501940288959	0.516646182025	0.531482655386	0.414289173722	0.504983481793	0.460639000105	0.475915639123	0.525742849731	0.551320248897	0.607760242194	0.0	0.624392620705	0.718450090423	0.719062432178	0.613517240445	0.604953998068	0.460360546131	0.450883361332	0.53102885913	0.514833485999	0.581353143266	0.490008824927	0.528527906183	0.65845637851	0.61306241838	0.664373480648	0.600416987657	0.532025971003	0.570368687759	0.48529651856	0.455302661191	0.646825643255	0.660838683748	0.627766200009	0.536890418582	0.69695072001	0.629494652073	0.641728792171	0.503582824524	0.564360961117	0.731251897434	0.631519532069	0.552687713311	0.607534767284	0.530030746622	0.523841160476	0.699262310533	0.673832266977	0.657003857134	0.681154928621	0.725911299539	0.711798362	0.552886077341	0.724004266643	0.649011350249	0.630874668434	0.613904787658	0.591341681859	0.690460524254	0.626440050311	0.613655003312	0.684019148264	0.515707854792	0.456528718084	0.463262680739	0.754397628862	0.681879117681	0.633707456034	0.671818366671	0.698768807097	0.73662291378	0.614960803963	0.518628701138	0.570945384293	0.693102296761	0.599626454928	0.449887597733	0.690583436521	0.681323566043	0.654844919145	0.755992604871	0.68383762352	0.668822694344	0.65323431385	0.538310417229	0.525727651685	0.663399660224	0.658210470263	0.6844593071	0.71105322024	0.659656294993
M3.Pinky.L	0.673775644709	0.654684206785	0.672450568941	0.653527669202	0.610978160547	0.653991202685	0.618328713363	0.689065424681	0.669279804313	0.615288555472	0.673348885053	0.624392620705	0.0	0.619109903014	0.589843218775	0.453562239494	0.498457990665	0.616099615885	0.603919993556	0.655482954439	0.683523385334	0.518250262474	0.634601806856	0.6723268958	0.651316050657	0.581943129989	0.56076934037	0.564276632846	0.689726226726	0.64391647996	0.61719868683	0.618758962402	0.567686589558	0.64161152647	0.449663567091	0.57091244013	0.597414128915	0.624107159014	0.696089513844	0.6448016905	0.617966306961	0.723116336661	0.508355885352	0.627477255577	0.54435170745	0.588668821428	0.623576975235	0.485790349763	0.55794127162	0.535043497213	0.695595519147	0.690406910172	0.66820171657	0.675598883329	0.696955539983	0.66658843297	0.628307089401	0.628151454627	0.556224200071	0.720178252132	0.487487631077	0.628998748084	0.577310457428	0.636176448415	0.599746159752	0.5962866055	0.696076780122	0.681355360992	0.633067504007	0.618995758259	0.646596021194	0.769209767147	0.556503956369	0.719111120008	0.702450277309	0.716175009946	0.637558116917	0.628211936808	0.717716653974	0.641086375755	0.677955258988	0.76595757444	0.667065073978	0.585700237677	0.6152904215	0.640897654671	0.711027901319	0.631941551438	0.604561834019	0.603077401664	0.724444023572	0.610317199112
K1.Space	0.691528605737	0.723923714997	0.78172766321	0.747747676603	0.718190713901	0.738347770261	0.701574637251	0.782275099367	0.795864092177	0.712857394879	0.842762083891	0.718450090423	0.619109903014	0.0	0.530269570885	0.588698343265	0.5841034528	0.666911752133	0.684592658389	0.711991412407	0.695805536299	0.548402151445	0.679839877101	0.667569842291	0.572697421264	0.45687353892	0.512712199568	0.597368545059	0.727070170583	0.705635072678	0.682208106869	0.727875172532	0.512594483341	0.696950163046	0.586357109672	0.693574973116	0.571772718243	0.600623017158	0.510756611176	0.670263709354	0.583245019076	0.635964838739	0.617195372967	0.600745259489	0.572753893426	0.629299905037	0.706415402194	0.506678024636	0.52499160215	0.533357790172	0.536722539369	0.665694402761	0.569718276196	0.633700177414	0.58411192583	0.690748055905	0.708660313404	0.698770870443	0.600191271372	0.730436999706	0.53252892026	0.636509401356	0.516984983822	0.679153763579	0.694134068077	0.707549878667	0.561827708226	0.697108005571	0.545206026475	0.637753470345	0.687481846671	0.542522427909	0.54985984988	0.686313076506	0.757665491329	0.678699719812	0.63049266012	0.720601108842	0.614150438026	0.621311435691	0.72570170487	0.606486130015	0.530120248838	0.600285720692	0.708553059192	0.695466450086	0.795739515837	0.660766356144	0.637535873942	0.623887855037	0.599994534324	0.644438858042
K1.N	0.772767774737	0.747400249786	0.773491559124	0.740902589656	0.7412304493	0.759969332503	0.718817213637	0.787128187377	0.786570905049	0.725673025831	0.824641398418	0.719062432178	0.589843218775	0.530269570885	0.0	0.608379003307	0.59731226415	0.715464597076	0.680175901903	0.751603620727	0.756069999333	0.630709302618	0.643632368122	0.739843876737	0.667291790434	0.564901592834	0.495674430509	0.563824823128	0.770452461142	0.722669095756	0.729909602644	0.691821710347	0.591761530655	0.759572701182	0.636648690496	0.687444501324	0.600481013428	0.617365959582	0.623276269975	0.723134973066	0.697606836455	0.683020515586	0.624130703786	0.61839439333	0.61470979696	0.668728567643	0.738097507689	0.588236662928	0.544210914889	0.600181846889	0.617130926313	0.703603654236	0.566578249337	0.700128751857	0.586349471132	0.727609076957	0.7195579062	0.67074489658	0.639145567175	0.752584565705	0.598505488776	0.690610980105	0.531356585758	0.680372194149	0.733801379829	0.700186115092	0.615659413658	0.670369113908	0.681626855297	0.552392624703	0.648012701794	0.685730885891	0.626184300388	0.753489681077	0.759624515861	0.77098904101	0.684117703291	0.737457681311	0.717575096354	0.639087752311	0.788858654707	0.663509280825	0.56020749434	0.617769203512	0.737898158112	0.720228308151	0.805158402187	0.723114122386	0.600676186812	0.641426731005	0.667123553372	0.696884474647
K1.Shift.R	0.661774036716	0.651417545675	0.680220459974	0.664810503483	0.606942499769	0.661372381286	0.630349647819	0.69640427619	0.700219814925	0.636731077824	0.717385543265	0.613517240445	0.453562239494	0.588698343265	0.608379003307	0.0	0.480967931628	0.603256026066	0.591019724887	0.667308185784	0.645624403572	0.501770972858	0.647011606643	0.635999982182	0.611614828858	0.51919611415	0.533017315162	0.554510451337	0.669111154421	0.667503841878	0.559962578228	0.623078035719	0.527773744764	0.623776822556	0.453364718498	0.573638780554	0.594829689579	0.567508099352	0.642642369272	0.626715990016	0.627689237874	0.728268311294	0.492794838827	0.597076978406	0.556787987671	0.581109687197	0.618665689121	0.534451864099	0.564582522031	0.5566750346	0.684716344411	0.710257557121	0.646491025823	0.627993077335	0.688373108364	0.640819187658	0.628405554975	0.637853356202	0.544805818944	0.715750554452	0.504208809651	0.596825880229	0.59791276493	0.618977157458	0.605487815052	0.617753400426	0.710718201056	0.666580220807	0.592101994524	0.620869690919	0.636790512305	0.727749413137	0.538179161469	0.6645313879	0.723632766789	0.694925693396	0.631433381788	0.632658534826	0.686285522993	0.660100203282	0.707253374906	0.754166064982	0.642001027174	0.534314785909	0.591304934855	0.642752476346	0.710096886159	0.632258563144	0.631069426653	0.644015991023	0.72990914121	0.571599491193
M3.Pinky.R	0.607096844658	0.642025434003	0.712903612522	0.63574105119	0.63652404249	0.670837153815	0.632750819337	0.711457844237	0.721469278523	0.627009397457	0.747869919174	0.604953998068	0.498457990665	0.5841034528	0.59731226415	0.480967931628	0.0	0.623127636582	0.601289337577	0.677370012636	0.631525756199	0.406817038728	0.613467468194	0.643740884351	0.576707065575	0.458924603575	0.565655575992	0.506907175953	0.628197155563	0.597625367632	0.57431840291	0.598921922285	0.522675201413	0.552441884311	0.495095734249	0.575738128451	0.533084019782	0.500370259304	0.567581885954	0.617147278412	0.588343556001	0.645534367955	0.55997515265	0.502172390084	0.458847536539	0.560717748436	0.621892990585	0.464764130077	0.499134791874	0.425890109011	0.596192677109	0.635523670767	0.602877404043	0.587689653937	0.660776290619	0.657888796379	0.593166116886	0.591707015984	0.49599220008	0.641644210616	0.503381567088	0.63242366512	0.579976542312	0.568054669971	0.607949741181	0.561318340871	0.661462940603	0.609701865193	0.594755948794	0.510265153919	0.585069176989	0.686255349952	0.479834979605	0.655353588794	0.712541313736	0.646384002867	0.578178071341	0.636606313974	0.654051320072	0.584943659188	0.671827360366	0.727568586373	0.563617845455	0.523441244727	0.608703712089	0.621787420672	0.704375089452	0.545077072028	0.628208928238	0.605637949493	0.642809972641	0.530756561623
K3.Enter	0.489274120641	0.473600977608	0.554503483722	0.518225496398	0.433948987543	0.454445375484	0.397688529901	0.49470345316	0.571496939971	0.507449446859	0.577442540171	0.460360546131	0.616099615885	0.666911752133	0.715464597076	0.603256026066	0.623127636582	0.0	0.40093676815	0.440653443354	0.442512687701	0.601091600358	0.535061909006	0.46494428077	0.667065592466	0.632798840201	0.668194045502	0.653475826697	0.525052396163	0.534332384168	0.449666226526	0.513169664037	0.635403604549	0.706445563578	0.607973344517	0.467609803831	0.68457916333	0.581361289446	0.634459644285	0.435374950145	0.476700395263	0.721834985218	0.588070971118	0.605984457357	0.628790036493	0.527639382875	0.48557491933	0.681687375157	0.636831417431	0.666914865927	0.685584429248	0.707131280389	0.710131030935	0.435481303072	0.731906735643	0.68338954247	0.654756450536	0.670950230228	0.63612205649	0.701434896518	0.61921473662	0.542799748616	0.685352960645	0.536143642319	0.389168867067	0.43942851486	0.718077203409	0.688105900232	0.600518418086	0.661602164554	0.691969265174	0.723821548947	0.623087765579	0.578884629134	0.566158819752	0.712006691294	0.630777339455	0.54432059448	0.683264741435	0.684707399484	0.661473818919	0.742802517059	0.710008334936	0.662444107121	0.683805080059	0.474635733586	0.492939473413	0.670223066917	0.661228981331	0.715722465218	0.730825863674	0.678756333777
K3.U	0.478237821392	0.468137563838	0.548262131513	0.486231881364	0.420896872381	0.434832188328	0.385466474477	0.512863256931	0.570532447166	0.538996955794	0.570528441825	0.450883361332	0.603919993556	0.684592658389	0.680175901903	0.591019724887	0.601289337577	0.40093676815	0.0	0.488776809098	0.419301604506	0.62065158498	0.522882079776	0.419953981424	0.653282385367	0.630671829137	0.628001926204	0.619972689144	0.471775201541	0.469462907039	0.438282330197	0.476267417863	0.627698066594	0.706992107805	0.588464401536	0.441311694519	0.673142744047	0.600521573897	0.651965398598	0.463852284823	0.464122314313	0.754298993238	0.583131112399	0.566429280541	0.617881081422	0.502978560088	0.465335102308	0.667629308246	0.665597737507	0.629119275023	0.681945507605	0.713748030959	0.746240741116	0.478928277547	0.738335745148	0.633853663291	0.596546650876	0.633448338733	0.633195025848	0.721157780685	0.619651049832	0.591351464595	0.610703131478	0.566932701399	0.428261692255	0.36481068807	0.740467225051	0.669073864872	0.643899905827	0.669802753117	0.67040855596	0.759768122286	0.617932377503	0.577258814332	0.560204766631	0.711810866943	0.600370986864	0.474339318337	0.682663577047	0.671139667907	0.645326212241	0.744901775669	0.641416781195	0.659924358399	0.673081283301	0.464667375438	0.481854481891	0.663502045639	0.654984534668	0.716722686323	0.733150655906	0.671764671989
K3.Q	0.564298656849	0.384565642041	0.582547986328	0.518953475728	0.40680996015	0.529517684887	0.439447968106	0.479619782783	0.606284519598	0.515787745909	0.552776008037	0.53102885913	0.655482954439	0.711991412407	0.751603620727	0.667308185784	0.677370012636	0.440653443354	0.488776809098	0.0	0.453752089123	0.66919329224	0.576870705694	0.530252651147	0.707777217471	0.705894913316	0.72388915578	0.690148164967	0.588046293595	0.59594511258	0.472843644905	0.597157765017	0.695770371343	0.731131907836	0.675407924813	0.501070249817	0.702686126774	0.661007726155	0.707275948178	0.459849629909	0.539034087796	0.770989791917	0.637348212736	0.64251555474	0.694656580975	0.5797486969	0.421380963952	0.707006196114	0.724617573192	0.720310911205	0.722698448476	0.777025804506	0.753904118577	0.52103942233	0.763616085057	0.767013248543	0.732356886831	0.709919309293	0.676649911765	0.768902299217	0.713668459256	0.668058466803	0.703696746688	0.592624588823	0.440544654764	0.53005873619	0.772364618778	0.745306553526	0.69156576745	0.734378348488	0.70444840895	0.790046900917	0.702470941144	0.574263382694	0.611945034884	0.781093611845	0.720993226409	0.519304389624	0.732519326075	0.686087123393	0.707007399146	0.803855888677	0.738017164302	0.74646899952	0.698646951359	0.463231408038	0.486391548877	0.697282358253	0.718539900135	0.763527246504	0.779980319214	0.725742349649
K3.Space	0.506312512406	0.404347839591	0.58532973595	0.511321562297	0.452356133257	0.50722702548	0.464551524004	0.498269254287	0.598342658208	0.60413019523	0.574542813006	0.514833485999	0.683523385334	0.695805536299	0.756069999333	0.645624403572	0.631525756199	0.442512687701	0.419301604506	0.453752089123	0.0	0.646616138801	0.574145545653	0.446374699509	0.671667270691	0.652946326775	0.675033561376	0.684470383713	0.475151050099	0.529263006514	0.488330238936	0.589936505315	0.664503888545	0.699147273325	0.680739100289	0.443222224916	0.710194639891	0.659886849854	0.658585800934	0.459843621002	0.520539342806	0.799572461404	0.66236651345	0.639825516907	0.653346739077	0.529837247524	0.440907796623	0.712995627876	0.71294421749	0.684106564019	0.72640859981	0.742646934212	0.757934768596	0.483341721969	0.770404798995	0.694216891193	0.655121940181	0.711221264435	0.6588546246	0.759624010819	0.673544071789	0.6332029644	0.710206133279	0.571547219625	0.364695738193	0.471558500414	0.785299010978	0.737856928286	0.649958796092	0.720295725407	0.748558169911	0.778727487452	0.65970449533	0.593578552666	0.621160804308	0.7277550913	0.66624791974	0.566079274212	0.719351635175	0.722089101683	0.680030183298	0.787078364587	0.737253724814	0.731225654227	0.737509247378	0.459184583525	0.450557337767	0.726794861107	0.729384704742	0.774192444755	0.766962986869	0.710262982813
K1.Y	0.632001177952	0.640523001719	0.692963387481	0.64762724735	0.615756768162	0.642186712804	0.603865526832	0.703298723101	0.706081532881	0.607980926961	0.780167825408	0.581353143266	0.518250262474	0.548402151445	0.630709302618	0.501770972858	0.406817038728	0.601091600358	0.62065158498	0.66919329224	0.646616138801	0.0	0.590576765656	0.60667785021	0.536184091022	0.443545745869	0.588153599522	0.530757708541	0.61727699394	0.623836578169	0.555841767326	0.594426524902	0.489445236742	0.531332100497	0.532385853526	0.628031163103	0.590264635964	0.41667415129	0.535525676513	0.61036779665	0.539145775302	0.546074387348	0.523276239275	0.462365386048	0.385121402987	0.597802306814	0.662991428872	0.49461293674	0.494690686249	0.479048110793	0.533787704462	0.615923932544	0.534427466901	0.554756270439	0.59249421894	0.620356385192	0.46478716791	0.541193827033	0.480330034783	0.581335214901	0.516494690482	0.555291280317	0.61480195209	0.545991906032	0.586851136426	0.58667695155	0.60953497399	0.607587823427	0.516395745109	0.487645584032	0.553219593162	0.626922306663	0.474634684312	0.620053421237	0.689752289193	0.596160312866	0.472449502074	0.632561920734	0.621607887737	0.541914197435	0.613508340785	0.648790742016	0.556804028913	0.533411521994	0.552828711332	0.639772044453	0.701543758509	0.506620553554	0.595613716939	0.578850917851	0.5622194527	0.435891701413
M2.Index.R	0.61899691956	0.618189894311	0.615895017685	0.637697030404	0.533434397899	0.600391167497	0.529225394561	0.567052993096	0.652826955422	0.569937543153	0.690344791987	0.490008824927	0.634601806856	0.679839877101	0.643632368122	0.647011606643	0.613467468194	0.535061909006	0.522882079776	0.576870705694	0.574145545653	0.590576765656	0.0	0.548967518054	0.610889320834	0.619629591642	0.608889671863	0.648557661669	0.640317708443	0.600151923779	0.559233499755	0.540640620571	0.60500806476	0.696631855753	0.657642876313	0.580298207087	0.678422844628	0.558755892048	0.599471476158	0.551448389447	0.508181754337	0.686360503416	0.608112154359	0.627114132184	0.637037196725	0.574073699488	0.593744277106	0.727620829981	0.677196527837	0.668924999451	0.6462745163	0.683370669333	0.703528870515	0.512709465352	0.694961731958	0.703939965788	0.642964694354	0.628034862005	0.632243074472	0.70876318456	0.666057683002	0.605542287915	0.622011869268	0.528265700846	0.544351879212	0.544417207364	0.711321969261	0.625779831268	0.628859906069	0.619701875909	0.666631814475	0.72714379701	0.632568040008	0.486178113588	0.640936204257	0.744492532327	0.573336469283	0.524941185638	0.706181528723	0.637562189055	0.707933996597	0.715156889794	0.644499083304	0.67933499714	0.673307976284	0.544004610145	0.636035085165	0.683954291622	0.660341111001	0.720370896529	0.699426187109	0.663061024364
K3.G	0.531848562993	0.512263102891	0.600942713852	0.562113358558	0.418719109978	0.488744354599	0.481650396974	0.513947044878	0.61417729793	0.595103319711	0.604947780796	0.528527906183	0.6723268958	0.667569842291	0.739843876737	0.635999982182	0.643740884351	0.46494428077	0.419953981424	0.530252651147	0.446374699509	0.60667785021	0.548967518054	0.0	0.659650093266	0.637190797904	0.650618354401	0.675955527564	0.472665651207	0.59746069703	0.441446635789	0.593785148178	0.644063015504	0.71751149988	0.675623671987	0.544859625312	0.698194288945	0.586858508668	0.617068713719	0.496459657641	0.530782938786	0.733748392377	0.634195070831	0.633797208217	0.625970717353	0.57117730375	0.523806482344	0.705101052712	0.685675209527	0.680583046717	0.670934840473	0.713892473118	0.735694062057	0.499476391941	0.717707731467	0.708907953491	0.64281613702	0.671525604382	0.68364551843	0.737301854361	0.696918350957	0.560329278262	0.659963158659	0.55643826161	0.464712422422	0.481422023058	0.731368120245	0.655458519225	0.590577452502	0.657799532429	0.672934741052	0.723609377497	0.68271050096	0.547042920748	0.6265554033	0.74872050752	0.618860045498	0.584469301961	0.649394265076	0.656414280772	0.667460624646	0.722075519134	0.65445503969	0.701823510839	0.680430189137	0.50010480724	0.508031208119	0.707542806221	0.670510983105	0.744289527927	0.704218956278	0.681698680263
K1.G	0.607483460257	0.679808472192	0.751074302357	0.720355037408	0.680477380214	0.664498378912	0.670721456304	0.711101360447	0.739646152056	0.694045728905	0.767864505835	0.65845637851	0.651316050657	0.572697421264	0.667291790434	0.611614828858	0.576707065575	0.667065592466	0.653282385367	0.707777217471	0.671667270691	0.536184091022	0.610889320834	0.659650093266	0.0	0.513278442758	0.617324494752	0.561397171817	0.561053393156	0.575264499503	0.653999952677	0.686660135402	0.459352419078	0.631664297788	0.641191631857	0.661074865694	0.551080855863	0.522215585486	0.632202058829	0.639095091074	0.633380241604	0.72135669579	0.609847460616	0.533800813917	0.624596662	0.663965581319	0.671661460738	0.60316942723	0.534687059749	0.558110789448	0.648153423433	0.421383395161	0.629952817844	0.680697708308	0.556046201279	0.663514379096	0.640855103669	0.639701272004	0.583370053418	0.621095835824	0.614517217507	0.563287339453	0.637253681111	0.680780923079	0.645088211473	0.657829407856	0.689653929993	0.68602897802	0.62028147995	0.621440571079	0.68202713134	0.692597995998	0.501679190164	0.653885938132	0.701478864023	0.63528638115	0.577832344081	0.690409771584	0.692466217211	0.667774157031	0.70622153218	0.697171152921	0.649472823851	0.398250664866	0.697548424853	0.66662180317	0.708684151043	0.635476870319	0.69451928014	0.635479720825	0.665682128306	0.653118430273
M3.Thumb.R	0.645219771194	0.676781312687	0.730019170066	0.697694048135	0.656951533787	0.643966806305	0.651778095307	0.734773542818	0.754147946797	0.677249334991	0.804543232206	0.61306241838	0.581943129989	0.45687353892	0.564901592834	0.51919611415	0.458924603575	0.632798840201	0.630671829137	0.705894913316	0.652946326775	0.443545745869	0.619629591642	0.637190797904	0.513278442758	0.0	0.566967774147	0.509810051712	0.69188559911	0.635950831742	0.625539746031	0.639482179588	0.446167902636	0.597267313722	0.56435096049	0.624627817249	0.603454606188	0.539059820853	0.536403503802	0.64429442655	0.572696672681	0.592907887057	0.611700489684	0.51838537387	0.498219901113	0.58465065039	0.657942618942	0.498361027048	0.479459765824	0.467492928754	0.551658562852	0.628408838562	0.61572110572	0.62695498528	0.606790773398	0.630533228063	0.603823892944	0.616356907396	0.565421683057	0.570712491682	0.527975972922	0.530495447174	0.593276481149	0.600630885875	0.647566328445	0.603577529399	0.576559181701	0.633931559336	0.577119643109	0.532928014257	0.619136248814	0.614916167483	0.486250326738	0.678326657014	0.717311429542	0.61621255237	0.494437396107	0.685982423725	0.639094514951	0.599703634212	0.687330476685	0.644287059492	0.555932711519	0.499016246178	0.603061616252	0.693393960466	0.735213120548	0.559490544191	0.63313257555	0.496545633168	0.651914843442	0.555804808001
K1.R	0.689288557361	0.713402523625	0.721671882982	0.65562344348	0.695356350156	0.683226786044	0.681440792302	0.747334348819	0.738033172908	0.724719159654	0.741263684349	0.664373480648	0.56076934037	0.512712199568	0.495674430509	0.533017315162	0.565655575992	0.668194045502	0.628001926204	0.72388915578	0.675033561376	0.588153599522	0.608889671863	0.650618354401	0.617324494752	0.566967774147	0.0	0.585160941541	0.697487658295	0.630134633358	0.679438622404	0.642091020805	0.49713848152	0.695194258301	0.551054997226	0.623203315013	0.561286513246	0.567824352928	0.527907836373	0.647067475782	0.628583450749	0.689509409267	0.597669351369	0.623355595677	0.584950551858	0.546215707377	0.623557769303	0.588944405264	0.565666688238	0.572888933763	0.574410205057	0.712253630037	0.561713808873	0.64605931381	0.606787516603	0.607477472796	0.634264494473	0.593401324965	0.544094403482	0.763845279112	0.553856500543	0.68916416347	0.355658056188	0.597247142128	0.673669058943	0.627690070089	0.660459425079	0.597158328682	0.611941210621	0.619858517085	0.631967299737	0.646703212806	0.636350369698	0.665968323258	0.73412732241	0.729488875461	0.589558638886	0.687500165073	0.678603352572	0.622824381797	0.725129741264	0.631008784636	0.539657941906	0.648697623422	0.652064783788	0.637289710194	0.737132389345	0.684977608514	0.558597340579	0.680219228989	0.667708188772	0.607251153358
K1.M	0.631371159709	0.652120318575	0.708488799383	0.636718337661	0.652225157207	0.678839488234	0.656605329635	0.728791216708	0.712834613157	0.686200120725	0.766239774028	0.600416987657	0.564276632846	0.597368545059	0.563824823128	0.554510451337	0.506907175953	0.653475826697	0.619972689144	0.690148164967	0.684470383713	0.530757708541	0.648557661669	0.675955527564	0.561397171817	0.509810051712	0.585160941541	0.0	0.677384824172	0.64217912524	0.617457903024	0.644941399787	0.485601930735	0.522735640504	0.52534382899	0.59666588806	0.617448483678	0.572444070398	0.66938655245	0.622983125061	0.639064821331	0.663118418892	0.517029718376	0.553294989055	0.568646273755	0.601043303243	0.677931080451	0.501283198592	0.470766836361	0.443426724138	0.654585301865	0.602682889444	0.535259829584	0.646753555237	0.61559851556	0.669461044845	0.6648593725	0.683781122521	0.537034044387	0.640811462806	0.55252925917	0.610223437749	0.517032562091	0.603162007952	0.642401686034	0.614040879714	0.631664055412	0.680935884842	0.626013070019	0.589415044739	0.562103057683	0.691208130831	0.425157982804	0.702114260249	0.671917712014	0.604118619546	0.597686348974	0.681735310074	0.658314819966	0.612334905939	0.69509970963	0.680356798813	0.587151544232	0.556918180116	0.67146565543	0.66104831425	0.711316981831	0.62664323362	0.671274278715	0.463237537136	0.659901875902	0.612097634752
K3.J	0.456451162043	0.518719462695	0.640356419887	0.540545191398	0.484870761713	0.549411929646	0.545430695889	0.573695099702	0.630859007413	0.617783889878	0.628461067923	0.532025971003	0.689726226726	0.727070170583	0.770452461142	0.669111154421	0.628197155563	0.525052396163	0.471775201541	0.588046293595	0.475151050099	0.61727699394	0.640317708443	0.472665651207	0.561053393156	0.69188559911	0.697487658295	0.677384824172	0.0	0.412082578793	0.501951880536	0.589334489782	0.674320254157	0.659123601657	0.67788421894	0.541212168499	0.640896019851	0.614877785168	0.691190124669	0.537588010173	0.534060384596	0.783274092485	0.629826857959	0.568250790685	0.620189391367	0.59140715542	0.540185960928	0.688969673047	0.653537205748	0.666968883423	0.688761356204	0.639112199218	0.749456093651	0.510812062619	0.68750118421	0.669073522468	0.592857837087	0.689279495118	0.64396244312	0.739621887898	0.688656812723	0.636846280588	0.712389086136	0.51432462362	0.450857264122	0.479540829246	0.767774545801	0.693113937515	0.642644499012	0.667920766076	0.693923221479	0.743775743894	0.661888215202	0.634016209923	0.646918013166	0.685374379703	0.646011636141	0.599183526642	0.714882691975	0.691350362059	0.681450759051	0.759196639998	0.68642431551	0.600920940941	0.704288908153	0.530746069651	0.551176761718	0.704218548192	0.689861960544	0.753025605061	0.735557049821	0.653316554733
K3.Y	0.445134243823	0.522486659409	0.6327342744	0.511944887201	0.564482964585	0.575788693362	0.55676182379	0.608441946843	0.676245534939	0.649095753517	0.651595576232	0.570368687759	0.64391647996	0.705635072678	0.722669095756	0.667503841878	0.597625367632	0.534332384168	0.469462907039	0.59594511258	0.529263006514	0.623836578169	0.600151923779	0.59746069703	0.575264499503	0.635950831742	0.630134633358	0.64217912524	0.412082578793	0.0	0.529592850386	0.606188861203	0.645028454705	0.709135310598	0.646753610832	0.528256606693	0.609668943541	0.617118472316	0.670827092911	0.553273867322	0.503400996197	0.739766077975	0.62587558839	0.608848215026	0.64649985819	0.535842201713	0.553978824367	0.640915632552	0.629815105266	0.618926858435	0.669254807494	0.641543668467	0.734619724667	0.519697227519	0.682071939955	0.656795425377	0.606942400959	0.675812903072	0.630256648207	0.73083787645	0.679386390608	0.686206088964	0.650053141787	0.573077788739	0.506467711424	0.414451237965	0.72042318183	0.694008027946	0.723549585358	0.669387142394	0.673002245071	0.746643846758	0.64150135561	0.674196357798	0.644642570829	0.683562621826	0.626303922615	0.580489050556	0.758778237353	0.635944992083	0.693839744346	0.746084536553	0.659165326326	0.575303712317	0.698084464163	0.490846799231	0.600900496259	0.637112513485	0.638714968564	0.693985140401	0.755309410598	0.610686726899
