	sequences per sample	iteration	K3.H	K3.Z	M2.Middle.L	K3.A	K3.V	K3.K	K3.B	K3.C	M2.Thumb.L	M2.Pinky.L	K3.E	M2.Middle.R	M3.Pinky.L	K1.Space	K1.N	K1.Shift.R	M3.Pinky.R	K3.Enter	K3.U	K3.Q	K3.Space	K1.Y	M2.Index.R	K3.G	K1.G	M3.Thumb.R	K1.R	K1.M	K3.J	K3.Y	K3.T	M2.Ring.R	K1.W	K1.T	M3.Middle.L	K3.I	M3.Ring.R	K1.B	K2.G	K3.W	K3.M	K2.B	K1.P	K2.N	M3.Index.R	K3.L	K3.F	K1.L	K1.H	K1.V	K2.Enter	M3.Ring.L	K1.C	K3.O	K2.F	M9.Middle.R	M9.Ring.R	M9.Thumb.L	K1.Q	K2.Y	M3.Middle.R	M9.Thumb.R	M3.Thumb.L	M2.Pinky.R	K3.Shift.R	K3.Shift.L	K2.E	M9.Pinky.R	K1.X	M9.Ring.L	K2.S	K2.H	K1.E	M2.Thumb.R	M2.Ring.L	K2.C	M9.Index.R	M2.Index.L	K2.V	K2.O	M9.Index.L	K2.W	K2.D	M3.Index.L	M9.Pinky.L	K3.S	K3.D	K2.X	K2.A	K2.P	M9.Middle.L	K2.M
alpha_rarefaction_86_7.txt	86	7	4.68239	5.91851	3.53432	4.30657	5.07558	3.60366	5.01377	4.69653	3.8372	3.55073	4.68717	4.08212	4.77426	2.59928	2.7982	4.49198	3.81599	5.17827	4.50147	5.62987	6.05547	3.37425	4.02823	4.1678	3.62965	3.86743	2.84018	3.50545	4.91177	4.66804	4.87419	4.06621	2.34724	2.60515	3.14003	5.0642	4.60769	3.38782	1.9229	4.79698	4.21324	2.51512	2.64141	2.27121	4.13944	5.10323	5.7134	3.79928	2.32885	2.21491	2.07998	2.01766	2.00068	3.94952	2.57581	1.84369	2.09247	2.33424	3.48631	2.66019	4.69451	2.87982	2.70424	3.85382	4.59064	4.47704	2.50877	2.6631	3.03312	1.98779	1.91142	1.76669	3.08137	3.83578	3.14512	1.77139	2.19313	4.6735	2.32707	2.62436	2.20341	1.97759	1.67022	3.21043	4.20818	5.0977	4.30077	2.09701	2.67751	2.68395	1.9253	2.69195
alpha_rarefaction_86_8.txt	86	8	4.89006	5.99879	3.16687	4.02502	4.89134	4.4798	4.99472	4.67863	3.31515	3.67973	4.63245	4.45791	4.42185	2.75703	2.98739	4.21106	2.40221	4.18913	4.84542	6.28227	5.62632	3.15406	3.83441	4.71057	3.59098	3.80949	3.51855	3.40752	4.85328	4.93388	4.11151	3.79901	3.49511	3.45439	3.2354	5.33561	4.70394	3.53362	1.38096	5.34667	4.76225	2.03055	3.06506	1.81501	2.76518	4.52912	4.66259	4.56606	1.83618	3.60862	2.73015	2.21613	2.42943	3.83597	2.58851	2.37283	2.76994	2.75617	3.07765	1.63754	3.66304	3.10277	2.861	4.41715	4.74936	3.84016	2.18646	2.20408	3.76869	2.61186	2.05665	1.62994	2.54855	2.95787	2.46628	1.62124	1.50703	3.71277	2.04836	2.0605	2.02692	1.39085	1.97599	2.5843	3.10727	4.62717	4.45787	2.67267	2.90445	2.55481	1.64961	3.30444
alpha_rarefaction_86_9.txt	86	9	5.45599	5.7458	3.72743	3.49531	5.72906	3.48503	5.08681	4.72522	3.42584	3.95499	5.36508	3.88963	4.85022	2.71828	2.89658	3.78412	4.0104	5.45949	4.24175	5.72631	5.59956	3.72446	4.0226	4.71033	3.42112	3.36778	3.00823	3.72261	4.60445	4.63414	5.23714	4.22317	2.6368	2.73909	3.57441	4.69747	4.78727	3.35486	1.97753	4.86239	4.16321	2.00164	4.12174	2.13344	4.01665	5.18123	4.50558	3.73199	2.77415	3.54207	2.3074	2.28798	2.08455	5.34296	3.069	2.43952	2.09065	2.59929	3.14001	1.83007	4.03992	2.54841	2.20249	3.18343	4.47304	3.63051	3.10401	2.34543	2.55845	3.27171	2.15473	1.60496	2.7263	4.62199	2.77444	2.07526	1.43461	4.40177	2.60365	2.27731	1.59976	1.16995	2.2942	2.06482	3.18114	4.2828	4.86992	2.88069	2.90514	1.98639	1.93209	2.63355
alpha_rarefaction_105_0.txt	105	0	5.46745	5.85696	3.21359	4.69579	5.3425	3.73508	5.48476	5.88597	4.28819	4.34914	5.36298	3.52613	5.37374	3.36769	2.59969	4.00418	2.894	5.15891	4.95498	6.30105	6.13061	3.5671	3.70478	5.2254	3.6729	2.82919	3.17051	3.58497	5.98317	5.88892	5.04049	3.48261	3.32998	3.71955	3.38379	6.12393	3.74004	2.50996	2.39487	4.92392	4.45011	2.33109	4.28784	1.86809	3.03612	5.61755	5.4892	4.68585	2.79548	3.01287	1.90678	2.24102	2.32584	5.01787	2.77264	2.5065	2.9278	3.34333	4.00442	1.4202	4.03996	3.1852	2.70429	3.81928	4.89743	4.43598	2.65517	2.34732	3.64184	2.8973	2.42052	2.03524	3.42704	4.72813	3.40566	2.35096	1.99792	4.52403	2.52658	2.13089	2.84438	1.06257	2.21413	3.32965	3.39157	5.18387	4.91789	1.95272	2.72322	2.84209	2.65704	3.10264
alpha_rarefaction_105_1.txt	105	1	5.45863	6.10722	4.02283	4.20455	5.39135	4.86411	4.81408	5.06693	3.81783	3.85955	5.02635	4.50159	4.69104	2.92932	3.04946	4.33457	3.77118	4.70373	5.15989	6.80857	6.44914	3.065	4.7081	4.61184	4.03467	3.95964	3.41545	3.89868	4.73566	5.57037	5.69952	4.08347	3.41039	2.01219	2.91776	6.9255	3.8619	3.80183	2.94896	5.32758	4.64222	2.19848	3.69618	2.3757	4.29968	4.87792	5.53663	3.91015	2.95249	3.5729	3.12918	2.3012	2.34702	4.48827	3.24521	2.5645	1.89989	2.24041	3.59148	1.85891	4.02294	3.31142	2.92455	4.13896	4.26059	4.60349	2.81992	2.12317	2.86302	2.98608	2.99196	1.7856	4.04928	3.67135	3.07943	1.74095	1.87732	4.34146	2.87846	2.0825	2.48354	1.35331	1.84979	2.96427	3.28662	4.62684	4.68663	2.11766	3.24011	2.3032	1.87095	4.43378
alpha_rarefaction_105_2.txt	105	2	5.21076	5.92812	4.38134	5.12295	5.8604	4.93718	4.78252	5.31874	3.78507	3.36714	5.24916	5.22412	4.69849	3.09327	2.82653	4.39852	4.60463	4.60844	5.25654	6.68723	6.28236	3.73776	4.575	5.05507	2.28388	3.66591	3.04773	4.15471	6.07405	4.906	5.1894	4.87007	3.41004	3.74231	3.65326	6.23509	3.80956	3.03488	2.68506	5.16678	4.3164	2.0916	3.8161	2.67935	3.84066	4.66944	6.28059	4.3199	2.81001	3.31754	3.03392	2.16156	2.28876	4.51344	1.82568	1.85639	2.34653	2.22064	3.15549	2.59619	4.42649	3.23812	2.65005	4.43973	4.93341	3.8987	1.85006	2.66521	4.22888	2.9645	2.4137	1.67648	3.45898	4.19547	3.05754	1.74761	2.32383	4.278	2.02271	3.05178	2.59344	1.33047	2.19541	4.15937	3.98022	4.65844	4.96388	1.65296	2.8968	3.2817	1.76991	2.52754
alpha_rarefaction_105_3.txt	105	3	5.66835	5.90679	4.04689	4.5433	6.41313	4.6006	5.11493	5.03062	3.79404	4.9442	4.59295	4.52743	4.68351	2.67249	3.46063	3.9525	3.49043	5.00562	5.43793	6.61607	5.90307	3.54653	4.70361	4.56126	3.02721	4.38567	3.76262	4.27371	6.44972	5.79269	5.30501	2.98233	3.4377	3.29444	4.08071	5.25023	5.16834	3.23505	2.29963	4.97444	4.73756	2.01892	4.17851	2.71343	3.4257	4.92035	5.69469	5.18614	3.77551	3.36691	2.52697	2.20019	2.43726	4.51556	3.08625	2.04607	1.84894	2.39787	3.51233	2.14072	4.15743	2.90713	2.32907	4.05849	5.28556	4.43775	2.47347	1.80883	3.26831	1.961	1.7731	1.84165	3.27342	4.36724	3.03484	2.94764	1.67863	4.76203	2.57807	2.62353	2.25526	1.38415	1.80957	3.8625	2.48468	4.88657	5.02577	2.46277	2.887	2.56274	1.97829	3.06649
alpha_rarefaction_105_4.txt	105	4	4.49532	6.36089	3.53805	4.97621	5.50135	3.69999	5.14138	5.22183	3.53236	4.19538	4.64745	4.54209	4.72047	3.19557	2.95363	4.59428	3.18092	4.87295	5.08133	6.4434	5.93009	3.54666	4.21031	4.84536	3.20318	4.18165	3.63336	4.16389	5.61842	5.18144	5.38138	4.68815	3.44048	2.44634	5.05808	5.83588	3.98355	3.60021	2.56843	4.74775	3.89455	2.01792	3.45045	2.08375	4.30695	4.96812	4.93216	4.88385	3.3638	2.89728	2.34757	2.60314	1.88442	5.22424	2.7657	2.49248	1.94179	2.18527	3.03869	1.90329	4.98911	2.88037	2.95502	4.06264	4.8219	4.24851	2.69615	2.57629	3.39349	2.83184	2.48604	1.56723	3.4227	3.79669	2.76327	1.96847	2.13788	3.82204	2.72544	2.17449	2.71718	1.71362	2.11678	2.94588	3.63554	4.74541	5.39669	1.95239	2.82061	2.68635	1.89961	2.95431
alpha_rarefaction_105_5.txt	105	5	6.05252	6.03896	3.15857	3.72729	5.64083	4.14268	4.53203	5.7532	3.84705	4.01799	5.45492	4.50211	4.6902	3.21205	3.07215	3.96483	4.73147	4.9713	5.55006	6.65671	6.38994	3.73682	4.31667	4.5178	3.29354	3.2493	4.0134	4.16922	5.37326	5.72438	5.0445	3.6483	4.21156	3.10545	3.18465	6.77626	4.51103	4.00798	2.30303	4.71091	4.11432	2.35563	3.71215	1.76214	4.71913	4.90744	5.68976	4.52104	2.92861	3.78087	2.77504	2.9893	1.49434	4.60891	2.42747	2.37118	1.62981	2.79253	3.52955	2.66086	4.83629	3.64996	2.70665	3.60056	5.17251	4.83214	2.50172	2.17721	3.25909	2.71797	2.53469	1.96221	3.35565	4.02541	3.00451	1.80859	1.86993	3.82613	2.36963	2.52906	2.61248	1.87619	2.35083	4.34748	3.42486	4.84369	4.52288	2.4876	3.10827	2.45239	2.61678	3.26641
alpha_rarefaction_105_6.txt	105	6	4.58802	5.41369	3.8912	4.58296	6.02295	4.54194	5.23201	5.67119	3.08261	4.2752	5.6138	5.17948	4.68287	3.10777	2.86017	3.61174	4.0672	4.73232	4.50859	6.62676	5.68319	4.23765	4.72763	5.35565	2.08684	3.17658	4.32011	4.11126	4.81732	6.04136	5.58211	4.46542	3.15597	2.79109	3.443	6.43681	4.45034	3.63885	2.25368	5.28631	5.09217	2.46505	2.93962	2.04347	3.90969	5.60973	5.00998	4.66496	2.94984	2.44835	2.37378	1.91699	1.90259	4.76377	2.12116	2.1079	3.26221	1.75947	3.97892	2.73546	4.29095	2.19036	2.73644	3.66286	5.14751	4.36442	2.09738	1.83188	3.69681	2.47367	1.85911	1.78608	3.10059	4.58469	2.91007	1.51262	2.79242	4.19329	3.1169	2.58788	2.31536	1.28622	2.10058	3.38089	3.83017	4.12859	4.79722	2.83874	3.33432	2.29404	1.83894	2.95725
alpha_rarefaction_105_7.txt	105	7	5.0232	5.96926	4.44789	4.58131	6.4199	3.97794	5.10156	5.16571	4.07123	4.48435	5.39165	4.87462	4.86085	3.3453	3.2975	3.92863	3.3322	5.02349	5.1205	6.45859	6.86422	3.54686	3.57703	5.31997	3.12134	4.4184	3.55392	3.25071	5.63167	5.36891	4.10289	4.27672	2.84891	3.02512	3.44568	6.68415	4.14148	4.29806	1.68294	4.49182	4.5274	1.88505	4.20018	2.37784	3.45697	6.00574	5.78156	4.49032	2.90896	2.15355	3.11799	3.01167	1.95214	4.38058	3.05053	2.13537	2.33882	2.80772	3.18916	2.21402	4.08236	3.13942	3.02539	4.33739	5.2487	4.80567	3.04636	1.60069	3.37484	3.06507	2.3226	1.50781	3.62622	4.29834	3.26975	2.17951	1.73861	4.45677	2.00887	2.2549	2.24014	1.7358	2.43979	3.79812	3.70636	4.48078	5.32054	2.29916	3.33247	2.68647	2.70908	3.2693
alpha_rarefaction_105_8.txt	105	8	4.19912	6.61376	4.12236	4.79612	5.01197	3.49367	4.3983	6.0569	3.58527	4.17586	5.67832	4.28132	5.08228	3.62526	2.85064	3.97188	3.92442	4.91308	5.01764	6.62866	6.11407	3.55813	4.28112	4.95437	2.73787	3.9597	3.5044	3.66769	5.20533	4.36508	5.435	4.13768	3.5093	2.91959	2.44987	5.81512	3.45672	3.34802	2.877	5.16538	4.66401	2.59317	3.44017	2.50497	4.19989	4.44746	6.35728	4.51363	2.87962	2.94729	2.41108	2.61171	2.25327	5.47313	2.17745	2.08124	2.26036	2.47073	3.85306	2.59239	3.67935	2.60931	2.87932	3.43022	5.24058	4.69896	2.28463	1.72509	3.43032	2.54177	2.14018	1.84709	3.58555	4.12293	2.98156	2.11223	2.10598	4.9526	2.55036	2.76297	2.29046	1.54401	2.40033	2.87428	3.23624	4.81077	4.61483	2.92378	2.74318	2.54421	1.84419	2.95316
alpha_rarefaction_105_9.txt	105	9	4.8642	6.18331	3.5971	4.62925	6.05303	4.57641	4.68658	5.22264	3.65272	4.12112	4.87721	3.88529	4.48464	2.10147	3.23468	4.58844	4.00704	5.17185	5.42509	6.55343	5.82883	3.31777	4.43619	4.45086	3.23518	4.06305	3.08864	4.09561	5.07174	5.24105	5.44183	4.16924	1.84552	3.63273	3.64772	6.91112	4.41154	4.01407	2.42471	5.07429	3.90858	2.42781	3.89825	2.4091	4.2006	5.14353	5.52451	4.80156	2.75662	2.80232	3.22322	3.27201	2.37946	5.10959	2.78695	1.77735	2.10202	2.74816	3.75754	1.87825	4.46279	2.49418	3.10919	3.99832	5.15107	4.37881	1.9389	2.5513	3.68614	2.80771	2.3824	2.10972	3.12432	3.96891	3.0152	2.24164	1.46784	4.58348	2.2011	2.31483	2.5089	1.67939	2.05991	3.92363	3.28011	4.17929	4.13832	2.16278	3.03037	2.59114	2.52966	3.44595
alpha_rarefaction_124_0.txt	124	0	5.59072	5.75903	3.97287	4.93427	6.53644	4.53664	5.33372	5.29637	4.30825	4.59478	5.47318	5.10366	4.83888	2.37839	3.14952	4.62723	4.52256	5.74303	4.87953	6.61514	5.88607	3.88208	4.93221	4.90484	3.54762	3.73901	3.97598	4.11326	6.68998	5.90199	5.3916	4.25887	3.57391	3.75103	2.89439	5.5259	5.59411	3.6236	2.14051	4.92576	4.02812	2.83904	3.77133	2.22628	4.05392	5.30233	6.6753	4.72075	2.7921	2.79128	3.26551	3.23383	2.13136	5.66243	2.38134	2.88343	3.28935	2.40494	3.7803	2.3645	4.69539	3.04927	2.79355	4.19138	5.39447	5.28249	2.18491	2.12981	3.33771	3.03271	2.09213	1.71942	3.67522	4.83566	3.88232	2.81442	2.87167	5.15206	2.92451	2.894	2.07952	1.87683	2.5935	3.45973	3.67862	5.16347	5.24455	3.42943	2.55166	3.00388	2.76034	4.00728
alpha_rarefaction_124_1.txt	124	1	5.04433	6.23741	3.68143	4.21405	6.40075	3.85663	4.60339	5.75125	4.16307	4.02761	5.87254	4.93948	5.62585	3.91848	3.35785	3.93199	4.2404	5.26257	5.53897	7.19061	6.83251	3.86273	4.70454	5.25198	2.22277	4.39151	4.2738	4.50452	6.45634	5.72684	5.18268	4.80501	3.82058	3.04984	3.44836	5.75464	4.45452	3.64604	2.79078	4.92929	4.74424	2.50131	3.63583	2.58692	4.48014	5.72656	5.94132	4.10604	3.67387	3.26111	2.80927	1.43085	2.17332	5.23083	3.16441	3.39595	1.90879	3.11904	4.24019	3.01227	4.30944	3.16202	3.1099	4.3858	5.75556	4.98779	2.22151	2.26053	3.56924	3.73154	2.88205	1.97115	3.83912	4.40658	3.45938	1.81965	2.83591	4.85463	3.20674	2.14805	2.38468	1.7138	2.06773	2.75975	3.50901	4.79534	5.17738	3.37947	2.94832	3.10375	2.47005	3.98758
alpha_rarefaction_124_2.txt	124	2	5.02224	7.01388	4.63912	5.39833	6.22848	4.18464	5.36744	6.00958	4.13682	4.32575	5.19168	4.75085	4.63887	3.14408	2.99735	4.73058	4.36787	6.11644	6.09926	6.39936	6.29468	3.72306	4.59306	5.00435	2.62868	3.73356	4.59496	4.30543	6.09752	6.03089	6.0098	4.33316	3.36657	3.45376	2.99969	6.00114	4.11363	4.24891	3.20651	5.2551	4.29456	1.89587	3.58566	3.04697	4.71516	5.11054	5.30578	4.41512	3.39252	4.03204	2.71255	2.26606	2.25318	4.86632	3.03899	2.33625	3.16965	2.59894	4.27419	2.26897	3.20161	3.25897	2.33972	4.36418	5.25216	5.5281	2.27132	2.61021	4.07397	3.05897	2.67785	2.20018	3.62531	4.06602	3.47265	1.76176	2.20165	5.13305	2.72844	2.55816	1.97297	2.01259	1.93056	3.6489	3.54277	5.1531	5.08986	2.36246	2.94262	3.10723	2.32208	2.94792
alpha_rarefaction_124_3.txt	124	3	5.41337	6.26858	3.50439	5.22105	5.77175	4.70505	5.6216	5.49993	4.07464	4.91628	6.1015	4.22365	5.00088	3.58314	2.56607	4.39025	4.48039	5.45931	5.64013	6.51356	6.47329	3.17392	4.60138	5.24049	3.96009	4.32366	3.23022	3.67601	5.22943	5.62905	5.17585	4.63646	3.424	3.12891	3.51497	6.88954	4.05103	3.36762	2.73214	5.66616	5.00095	2.57363	4.08063	2.60739	4.632	6.11144	6.73309	5.35018	3.18369	3.16762	2.30308	2.71306	2.33191	5.43058	2.60671	2.68018	2.18313	2.74707	3.72249	2.83569	4.0909	2.61361	2.02392	3.96147	4.5993	4.03876	3.55041	2.14354	4.06343	2.72948	2.48117	1.62299	4.07993	4.00707	3.44685	1.97501	2.63976	4.51701	1.96901	2.61123	2.22836	1.84279	2.60877	4.2281	2.5748	5.2023	4.90994	2.40503	2.90997	2.36873	2.4969	3.37875
alpha_rarefaction_124_4.txt	124	4	5.65223	6.45797	3.8378	4.43228	6.53516	4.72743	5.21963	5.34366	3.87349	4.56834	5.48411	4.99978	5.56689	3.26464	2.85631	3.55793	4.41776	5.56473	5.37943	6.69003	6.48894	3.91848	4.20492	6.00144	3.60941	4.26851	3.89447	4.42091	6.19658	5.97446	6.05327	4.14357	3.55721	4.03077	4.08214	6.52692	4.73411	3.03883	2.52049	5.58701	4.87971	2.56197	4.03309	1.77761	4.71352	5.66211	5.81676	4.45314	3.08811	3.11297	3.27145	3.6605	2.31973	5.58702	3.25012	2.59769	2.93415	3.10158	3.63704	2.82555	5.2257	2.61141	3.17318	4.77267	4.88672	4.66548	2.7122	1.87256	3.74543	2.42214	2.73558	1.53517	3.90359	4.23323	3.38585	2.4774	2.22021	3.95932	2.9397	2.76765	2.57871	1.72151	2.00036	3.09191	3.71307	5.79887	5.05836	2.28591	3.82887	2.91772	2.12822	3.18237
alpha_rarefaction_124_5.txt	124	5	5.4564	6.52487	4.23599	4.96756	6.25331	4.37991	4.71248	5.40975	3.82967	4.66892	4.76782	5.00978	4.62293	2.66321	2.7659	4.82147	3.80958	5.35888	5.27452	7.07083	6.65254	3.96109	4.48836	5.29376	3.42614	3.75771	4.67433	3.56962	5.59128	5.95552	6.03553	4.56899	3.43304	3.67735	2.90982	5.95178	4.53304	3.31775	2.79958	5.13184	4.68134	2.50347	4.41715	2.38393	3.77032	5.16304	6.87892	4.41638	2.9883	2.63209	2.81447	1.82669	2.53448	4.81676	2.25973	2.73186	3.20167	2.25941	4.09854	3.38698	3.70543	2.6599	2.99407	4.46281	5.40673	4.45835	2.9308	2.76379	4.03234	2.59361	2.44596	1.76226	3.39433	4.29254	3.29878	1.71934	2.68548	5.36794	1.78193	2.70114	2.68597	1.69494	1.86501	3.87013	3.14125	5.53225	5.04332	2.37059	3.07437	2.21808	2.57804	3.50754
alpha_rarefaction_124_6.txt	124	6	5.8102	6.68954	4.34004	4.83799	6.18437	5.235	5.93878	5.39305	3.78687	4.66418	6.17281	5.31244	5.23357	2.86265	2.88441	4.41402	3.99879	5.00397	5.66437	6.98891	6.86913	3.98155	4.07762	4.66319	3.48906	3.97181	4.31085	3.78078	6.57744	6.2995	5.91569	4.88766	2.72649	4.01718	3.68604	6.68224	5.85933	4.28958	2.13272	5.96721	4.77884	2.746	4.15936	1.97756	4.63838	6.34005	5.94372	3.74679	3.23455	2.60066	2.99882	2.56023	1.87388	5.05039	2.82383	2.69734	1.93237	2.77189	3.09392	2.84252	3.69312	3.72928	3.36373	3.85419	5.83867	5.23113	2.79612	2.65579	4.08307	3.29163	2.05318	1.95118	3.35995	4.5428	3.42485	1.72485	2.1413	4.95737	3.23923	2.45744	2.56984	1.80321	2.31734	3.55593	3.80329	4.95061	5.29484	1.91505	3.31607	2.9946	2.72248	2.69346
alpha_rarefaction_124_7.txt	124	7	5.78116	6.44603	3.84398	5.13926	6.15675	4.48535	5.73796	4.86866	3.96693	4.43839	5.36638	5.56546	5.49215	3.68095	2.24358	4.09694	3.83819	5.52257	5.72419	6.88379	6.78012	3.74282	4.22448	5.0645	3.97811	3.4203	4.67295	4.51531	7.10629	6.08105	4.54428	4.4056	3.33294	3.22395	3.65723	6.55531	5.40245	2.96233	1.77451	4.98859	5.36398	2.51624	3.59321	1.65347	4.869	6.23253	5.96229	4.80299	3.06809	3.13829	2.76582	2.06273	2.63775	5.60853	2.937	2.6368	2.75817	2.58268	3.58347	3.15069	4.62006	3.30494	2.72742	3.99435	5.56494	4.15765	2.0501	2.66003	4.05295	3.46491	1.95223	1.97043	3.46504	4.85784	3.64329	2.12113	2.39697	4.45607	3.01717	2.79099	1.93918	1.41313	1.56939	4.11737	4.05804	4.99058	5.32307	2.11753	2.66917	2.81166	2.40677	3.51963
alpha_rarefaction_124_8.txt	124	8	5.60038	6.78257	3.80657	4.28659	6.45886	4.47291	5.43021	5.35074	4.32937	4.00904	5.60937	4.96436	4.93841	3.46106	3.18347	4.14817	2.86099	4.84485	6.22241	6.19874	7.17575	3.67772	4.54077	5.35188	2.95569	3.41683	4.37165	4.9836	6.00276	5.02277	5.06172	5.074	3.49635	2.9282	2.789	6.18318	4.82196	4.4139	2.5176	5.40492	5.18914	2.13031	3.95228	2.4392	4.96541	5.32539	5.43089	5.4207	3.45365	3.14086	3.21149	2.10595	1.76154	5.25817	2.86757	3.0239	2.37017	2.39077	3.82771	2.93412	4.30176	4.0403	2.77174	4.06511	5.26362	5.29417	2.94551	2.29587	3.12274	2.53718	2.70248	2.02126	4.13287	4.52265	3.47212	2.83253	2.7085	5.69716	1.94896	2.90153	2.89622	1.56918	2.26744	3.52694	3.14212	5.48603	5.80677	3.4024	3.5305	2.73598	2.43014	3.61315
alpha_rarefaction_124_9.txt	124	9	5.48394	6.4257	3.97695	4.87914	5.79318	4.81164	5.64236	5.65384	3.54961	4.32256	5.87748	4.84929	5.24026	3.54077	2.84271	4.38984	3.38226	4.74279	5.66517	6.90459	7.13661	3.43405	5.17478	5.25291	2.85942	3.46923	3.85509	4.65474	6.50579	6.07239	5.58202	4.54777	3.19222	4.09016	3.8069	7.30842	4.39053	4.07143	2.43041	5.84469	5.0127	2.65446	4.20479	2.53894	3.67437	5.56566	5.92353	5.15016	3.03061	3.43409	2.60158	2.97608	1.76497	5.15643	3.1962	3.17793	2.8405	2.56442	3.61507	3.06059	4.8043	3.92079	2.70469	3.99833	5.28762	4.53808	2.16284	2.51478	3.70648	2.95373	2.34452	1.51674	4.26281	4.66465	3.37539	2.49082	1.68816	5.07643	2.41093	2.26857	2.61733	2.05047	2.51527	4.3602	3.52523	5.2693	5.15529	2.51065	3.59826	2.97507	2.50681	3.39496
alpha_rarefaction_143_0.txt	143	0	5.65717	6.44183	3.92544	4.54528	6.77375	3.83899	6.12616	5.80591	4.19468	5.26352	6.44737	4.9206	5.51239	3.55908	2.8556	4.84329	4.56933	5.26904	6.10283	7.13846	7.56247	4.20307	4.37034	5.55794	4.45216	3.15507	3.87694	3.97	4.89345	4.96214	5.82165	5.06119	3.43095	4.29345	4.04375	7.70644	5.22224	4.13596	2.47805	5.93623	4.78483	2.39848	4.3979	2.51492	4.71699	5.84448	6.40641	5.43177	3.51919	3.73075	3.11039	2.74174	2.9231	5.64989	2.62005	2.12408	3.28293	3.03809	3.78161	3.03043	4.77933	3.17497	2.77928	3.92548	6.11781	5.27658	2.0297	2.66501	3.33393	2.69241	2.92841	1.83122	3.32288	4.62161	3.14237	2.79578	1.95623	5.36668	2.58286	2.92866	2.58149	1.55345	2.20878	4.26779	2.73324	4.1562	5.30217	3.12612	3.66768	2.93319	2.01782	3.13764
alpha_rarefaction_143_1.txt	143	1	5.86077	6.74604	3.96643	4.8093	6.89314	4.5571	5.65363	5.7787	3.37362	4.32157	5.68428	4.79501	4.9883	3.65464	2.989	5.27307	4.22603	5.44723	5.67057	7.23265	7.20262	3.34128	4.5419	4.70898	3.67703	4.44013	4.02294	4.90039	6.97884	6.13681	6.0905	4.74651	3.21598	3.68319	3.24221	6.28555	4.95466	3.84308	2.57693	6.57519	4.96026	2.73334	4.56168	3.11935	3.77469	6.73462	6.5277	4.3703	3.31511	4.28288	3.19536	1.97569	2.16821	5.53125	2.93348	2.91685	3.33479	3.29326	4.26553	2.64793	5.11285	3.42983	2.9078	4.43871	6.45707	4.8016	2.93649	2.02665	4.312	3.41563	2.45318	1.90927	3.25289	4.51231	3.54721	1.86642	1.89259	5.11228	2.085	3.37047	2.30704	1.22011	2.44747	5.15447	4.09427	5.67619	5.70303	2.64437	3.13662	3.05925	2.55075	3.2585
alpha_rarefaction_143_2.txt	143	2	6.21786	6.51077	4.47754	5.71695	6.7588	4.81365	5.75312	5.04423	4.57631	5.1826	6.0834	4.95782	5.04881	3.50389	3.09424	4.20992	4.95874	5.74792	5.58297	6.82863	6.67923	3.61425	5.16424	5.23558	2.57987	4.59639	3.97644	4.40629	6.61472	5.10137	6.05886	5.33964	3.76503	3.64659	3.83063	7.29948	5.30384	3.82386	2.32731	5.68428	5.15921	2.64092	4.27335	2.64599	4.54749	6.02188	6.47865	5.37399	3.46322	4.06045	3.05884	2.90134	3.06297	4.97892	2.81539	2.49982	2.65461	2.69153	4.45957	3.70921	5.32894	3.35566	3.12411	4.17548	4.96009	5.1109	2.56448	2.85781	4.13881	3.21795	2.74079	2.34632	3.57959	4.47351	3.38278	2.92737	1.57723	5.03413	2.58199	3.00523	2.72989	1.98574	1.8169	4.10993	4.06456	5.92301	5.46756	3.15733	3.66396	3.16459	2.43988	3.47689
alpha_rarefaction_143_3.txt	143	3	5.96349	6.36347	4.01293	5.28207	7.24829	4.86362	5.48303	5.67824	4.24265	4.05423	4.92916	4.66006	5.40924	3.68624	2.7706	4.80798	4.40261	5.9216	5.83018	7.02368	7.02211	4.40944	5.11558	5.90836	4.25731	4.52198	4.24591	4.8701	5.70191	5.31655	5.04993	4.85875	3.30884	4.22932	4.312	5.53238	5.1726	4.16889	2.31185	5.61805	5.30471	2.67077	4.03953	3.04982	4.60272	6.05167	5.96455	5.0704	3.47965	4.57786	3.29732	2.73514	2.23198	5.38121	2.57676	3.69765	2.80192	2.67677	3.87643	2.70057	4.77816	4.22786	3.25729	4.69915	4.42159	4.7787	3.41069	2.27386	3.64494	3.24533	2.58854	2.06469	3.91203	4.57876	3.59636	3.24144	2.43923	4.57178	3.0038	2.96992	2.37395	2.42599	2.74738	4.42487	4.66548	5.34873	5.07158	3.22698	3.60237	2.84977	2.1478	4.18209
