	sequences per sample	iteration	K3.H	K3.Z	M2.Middle.L	K3.A	K3.V	K3.K	K3.B	K3.C	M2.Thumb.L	M2.Pinky.L	K3.E	M2.Middle.R	M3.Pinky.L	K1.Space	K1.N	K1.Shift.R	M3.Pinky.R	K3.Enter	K3.U	K3.Q	K3.Space	K1.Y	M2.Index.R	K3.G	K1.G	M3.Thumb.R	K1.R	K1.M	K3.J	K3.Y	K3.T	M2.Ring.R	K1.W	K1.T	M3.Middle.L	K3.I	M3.Ring.R	K1.B	K2.G	K3.W	K3.M	K2.B	K1.P	K2.N	M3.Index.R	K3.L	K3.F	K1.L	K1.H	K1.V	K2.Enter	M3.Ring.L	K1.C	K3.O	K2.F	M9.Middle.R	M9.Ring.R	M9.Thumb.L	K1.Q	K2.Y	M3.Middle.R	M9.Thumb.R	M3.Thumb.L	M2.Pinky.R	K3.Shift.R	K3.Shift.L	K2.E	M9.Pinky.R	K1.X	M9.Ring.L	K2.S	K2.H	K1.E	M2.Thumb.R	M2.Ring.L	K2.C	M9.Index.R	M2.Index.L	K2.V	K2.O	M9.Index.L	K2.W	K2.D	M3.Index.L	M9.Pinky.L	K3.S	K3.D	K2.X	K2.A	K2.P	M9.Middle.L	K2.M
alpha_rarefaction_48_0.txt	48	0	3.86844	4.8735	3.05675	3.81161	3.89745	3.11698	3.53164	3.96633	2.4888	2.73092	4.26265	3.95151	3.73621	1.77536	1.50752	4.01333	1.9196	4.12484	4.28877	4.80139	4.69905	2.8288	2.90346	3.90756	2.59006	1.98976	2.53352	2.36836	3.98506	3.3196	3.61399	2.8902	1.4761	3.24223	2.11508	3.90099	2.88144	2.71533	1.37613	3.28647	2.91252	1.51767	2.51355	2.24039	2.70533	3.38826	5.24417	3.62433	3.28291	2.00759	1.90356	1.44881	1.8142	3.05793	1.95842	2.81201	1.46065	2.37609	2.08537	2.35528	2.51186	2.34946	1.63988	2.48835	4.22089	3.39419	1.58655	1.63849	1.83162	1.94485	2.39979	1.8045	1.56029	3.157	2.55335	1.56479	1.42917	3.14144	1.54589	1.90869	1.41069	1.33322	1.44134	1.42864	1.14257	3.17213	3.20443	1.52448	3.04175	1.51326	0.90199	2.12834
alpha_rarefaction_48_1.txt	48	1	4.62998	3.91928	2.93726	3.27001	3.95877	3.00879	3.72638	4.13268	2.94932	2.9737	3.99707	2.91121	3.54025	1.53142	1.30497	2.13041	2.20016	3.83013	3.27717	4.78171	4.4339	2.53524	2.7412	3.81826	2.44531	2.44911	1.95179	2.19727	3.89106	3.15399	3.68518	2.72861	2.03031	2.94531	2.04753	4.32609	2.55805	2.5003	1.97794	4.20426	3.09163	1.48429	2.40178	2.10716	2.74952	4.24376	3.6861	2.43735	1.86186	1.91139	1.8365	2.11078	1.38165	2.96638	1.37329	0.73334	1.09689	2.30661	2.60377	2.3492	2.24492	2.3121	1.9258	3.31251	3.4272	3.77242	0.98289	1.28248	1.96005	2.24003	1.40088	0.74544	3.16962	3.14518	2.10838	1.40544	1.30282	2.83172	1.75099	1.95658	1.61917	1.24297	1.6194	1.56201	2.72464	4.3124	3.48775	1.73003	1.99158	1.8994	1.54424	2.65624
alpha_rarefaction_48_2.txt	48	2	3.91528	4.161	3.10164	3.46099	4.48013	3.44356	3.59068	3.77275	3.14216	2.96486	3.81212	2.98235	3.47364	2.87708	1.96146	2.01143	2.27259	3.34401	3.6786	4.57404	3.20755	1.55605	3.54267	3.51709	1.68381	2.47707	2.04461	2.04968	4.39703	4.28315	3.32674	2.26602	2.66423	2.54092	2.46615	5.21056	2.48005	1.85707	0.70374	3.15807	3.09532	2.14889	2.28592	2.28564	2.00511	4.04218	4.0444	2.75796	2.33935	1.63854	1.79034	1.6503	1.41302	2.86724	2.25217	1.93186	1.37017	1.48556	2.43646	2.17066	2.63311	2.05425	1.89121	2.39855	3.52611	3.333	1.76699	1.32012	2.11128	2.3601	1.3206	1.74018	1.45504	2.59194	2.59169	1.71443	1.25949	3.41293	2.00901	1.67463	2.03803	0.93537	1.96903	3.51258	1.82365	3.85802	3.71008	2.10745	2.24539	1.82288	1.91669	2.0439
alpha_rarefaction_48_3.txt	48	3	4.0762	4.24366	2.85654	3.70929	4.26658	2.69434	3.807	4.48757	2.44781	2.8775	3.37927	3.51678	2.75521	1.9075	1.70305	2.88058	2.4885	4.13133	3.28163	4.40935	4.46364	2.11174	2.84314	3.64874	2.94252	2.47441	2.60906	1.96765	4.08386	4.40545	3.38903	3.36209	2.056	2.53783	2.98157	4.68871	2.71939	2.54907	1.76348	4.20971	3.53839	1.55212	2.77974	1.61643	2.68582	3.86886	4.48926	2.68304	2.26957	1.57783	0.83479	1.41962	1.33409	3.55986	2.50705	1.29165	1.39119	1.52514	2.27563	2.24604	2.87057	2.08793	2.01267	3.31317	3.64423	3.01416	1.61141	1.68224	1.90837	1.8967	1.38474	1.39603	2.9778	3.24501	2.0566	1.36991	0.92194	3.34391	2.37755	2.09449	1.44705	1.0762	1.00226	3.20199	1.3678	3.64589	3.44773	1.84211	1.6125	1.55915	1.39196	2.27626
alpha_rarefaction_48_4.txt	48	4	4.53817	4.70093	3.19338	3.1863	3.99262	2.67164	4.3768	3.78632	2.85394	3.45783	3.79032	2.95834	3.60506	1.45013	1.67673	3.55294	2.7219	3.86573	3.7787	4.52726	4.22004	2.43933	2.65171	3.29225	2.8621	1.84941	2.92825	1.86608	3.59577	3.12545	3.54949	2.26634	2.13163	1.37687	2.05296	5.39531	2.71869	2.6986	1.003	3.41481	3.1071	1.60204	2.24042	1.2901	3.24115	3.50396	4.54645	2.62898	1.79386	1.62344	2.22287	1.63846	0.97421	3.50758	2.24496	1.59498	1.44272	1.39132	2.58812	2.69797	2.91016	1.71359	1.37885	2.79019	2.98017	2.87269	2.05761	1.82565	2.48541	1.52443	1.85395	1.56692	1.67869	2.77599	2.2164	0.89154	2.07775	2.82132	1.84494	1.57471	1.51846	0.79813	1.86527	2.89788	2.76453	3.78715	3.70868	1.90264	2.11168	1.81211	1.77856	1.68668
alpha_rarefaction_48_5.txt	48	5	2.70618	4.76076	3.01997	3.97463	4.34668	2.86761	3.82557	3.47769	2.83379	3.2705	3.58423	3.93034	2.70089	1.80078	1.75385	2.20823	1.78375	3.66118	3.97127	4.40034	4.17	2.06648	4.07017	4.10051	1.63124	2.40235	2.26944	2.27667	3.9703	4.55911	3.13735	3.22808	2.18688	2.3606	3.06997	3.91371	3.20365	2.47957	1.95794	2.87448	2.66161	2.06608	2.42131	1.42318	2.2937	4.5582	3.77828	3.34973	2.15865	1.8021	1.83509	0.99123	1.38425	3.60615	1.3483	1.82899	0.89475	2.16977	2.76317	1.59721	3.2595	1.98593	1.58557	2.8277	2.88971	2.64178	1.84417	2.06941	1.97799	1.09825	1.4848	1.11956	2.33365	3.00168	1.80027	1.05892	1.41579	3.37452	1.55652	1.39133	1.24153	1.18059	1.21716	2.88856	2.82343	3.36954	3.41413	1.68446	2.76638	2.46888	1.32187	1.6475
alpha_rarefaction_48_6.txt	48	6	3.97298	4.34349	2.30603	3.32476	4.46627	2.50566	3.63526	3.6273	2.56787	3.33777	3.93198	2.84639	3.07355	2.57325	1.73231	3.60873	3.01758	3.12734	3.66682	4.63008	4.13837	1.99379	2.92806	3.74029	1.73561	2.80636	3.31627	2.07974	3.51945	3.42441	3.74793	2.84445	2.33809	2.16509	2.97365	4.77416	2.75296	2.61207	1.86096	3.42363	3.03841	2.4778	3.01388	1.84931	2.40708	3.53077	3.74958	3.19233	2.12218	1.14321	1.9367	1.52881	1.47692	3.3852	1.879	1.36462	1.38092	1.58122	2.31677	2.18517	1.74304	1.93474	2.3799	3.12926	3.08799	3.75173	2.06645	1.81504	2.49982	1.79512	1.66239	1.30866	2.63716	3.23457	1.79571	0.8193	1.05068	3.14129	1.3587	1.95852	1.04579	0.80816	1.77423	2.80796	2.22639	4.19427	4.03348	0.83556	1.82193	1.79828	1.39529	1.91302
alpha_rarefaction_48_7.txt	48	7	4.45141	4.25222	3.72741	3.94118	3.51302	3.01749	3.46133	4.25548	3.25316	2.1184	3.47007	3.25341	3.60247	2.47641	2.16518	3.16923	1.81806	3.49147	2.8604	4.9071	4.5472	1.80517	3.47616	3.37146	2.90207	3.15148	2.56309	2.30778	4.20965	3.06232	3.86242	2.37826	2.95273	2.5996	2.09252	5.09218	2.73752	1.99445	2.49688	3.6419	3.55892	1.95104	2.74771	1.88744	2.45653	4.06078	3.99039	3.48238	2.13137	2.30027	2.24856	1.36124	2.10843	3.06586	1.40206	1.30575	1.5326	1.91312	1.91468	1.79418	2.69423	2.40919	1.8969	2.43172	3.05963	3.26926	2.04517	1.79106	2.58215	2.16803	1.27045	1.527	1.60852	3.50342	2.63938	1.90675	1.37171	3.37299	1.72423	1.75412	0.75643	1.19714	1.38204	2.85248	2.34125	3.09415	3.67848	1.60195	2.38808	2.42689	1.70078	2.18475
alpha_rarefaction_48_8.txt	48	8	3.36401	4.51439	2.6801	3.58549	4.47418	2.94221	3.65964	4.11691	3.29205	3.26822	3.29061	3.18678	3.57477	1.70242	2.21361	3.47377	2.85101	3.37183	4.05864	4.19472	5.14414	2.43567	2.62773	3.30674	1.75154	2.2438	3.1843	2.20333	4.51116	3.54811	3.18012	2.50991	2.3145	1.83968	2.41845	4.74546	3.05264	2.86033	1.68832	3.97099	2.77583	1.73881	3.01736	1.29727	1.82391	4.01607	4.02079	3.24916	1.72781	1.8235	1.57458	2.16201	1.57498	3.70635	2.38995	1.70935	1.052	1.64566	1.96185	1.23851	3.42067	1.80439	2.03384	2.70643	2.7793	2.8019	1.86025	1.95555	2.37084	1.52608	1.72874	1.7687	1.77675	2.98185	2.44239	1.06189	1.2052	2.79557	2.4711	1.85031	1.27655	0.99436	1.87772	2.59805	2.42898	3.15464	4.22116	1.38472	3.2916	2.24497	1.58307	2.04144
alpha_rarefaction_48_9.txt	48	9	2.7323	4.5656	2.45337	3.28255	3.92396	2.59429	3.38936	3.40864	2.45698	3.3812	3.3691	3.60515	2.76377	1.73784	2.25027	2.03985	1.90404	3.53161	4.01292	5.01345	4.83915	1.67507	3.80145	4.18528	1.83172	2.82672	2.06261	3.3363	3.56065	4.10715	3.58298	2.8072	1.59396	1.61465	2.7529	4.99465	2.62259	2.06507	1.22783	3.20849	3.23549	1.57315	2.82234	0.87563	2.17685	4.2296	4.98734	3.82607	1.67657	2.31034	1.44597	1.8019	1.63114	2.54024	1.62323	1.19307	1.57503	1.64377	2.16674	1.00123	2.5294	1.7828	2.50841	3.16637	3.45749	3.43011	1.57213	1.59657	1.61406	1.70928	2.09649	1.41871	2.01409	3.63599	2.82897	1.00801	1.51366	3.3711	1.23867	1.61344	1.63385	1.16288	1.55138	3.44011	2.04873	3.77237	4.53077	1.75909	2.60398	2.20225	1.29736	2.51173
alpha_rarefaction_67_0.txt	67	0	5.29504	4.65144	3.01458	3.62893	5.03097	2.72181	4.007	4.62038	3.19739	3.61352	4.23253	4.17339	3.95607	2.40012	2.25502	3.65399	4.40366	3.57279	4.90083	5.53248	4.97181	2.04683	3.92389	4.05489	2.11268	3.41803	3.12969	3.03986	4.74324	3.11241	3.67928	3.68106	2.944	2.61269	2.41646	5.36271	3.31806	3.28648	2.1104	3.48453	3.88848	2.05478	2.88395	2.2181	3.40083	3.82906	3.96091	3.22767	2.56422	3.27052	2.60188	1.9594	2.0674	3.85004	1.44353	2.01377	1.43954	2.41198	3.37037	1.71378	3.27371	1.58675	1.8626	2.90382	3.91506	4.20076	2.30901	1.65802	3.21452	1.53674	2.05915	1.83486	3.21562	3.98348	2.82464	1.24524	0.94033	3.8326	1.96134	2.17652	2.15423	1.50543	1.91517	2.42056	2.57164	3.02093	4.43768	2.10545	2.29546	1.93567	1.52791	2.53256
alpha_rarefaction_67_1.txt	67	1	3.98639	4.63876	2.78392	4.14749	4.35375	4.03759	3.90763	5.06904	2.97459	3.94541	4.39393	3.98169	3.93545	2.46805	2.27862	4.03854	2.39272	3.44885	4.77649	4.99729	5.49244	3.3856	3.48498	4.39264	2.25974	3.24775	3.92358	3.96881	3.61925	4.93884	3.7921	3.36064	2.6841	2.73581	2.99205	5.58357	4.42146	2.49165	2.31184	4.11098	3.7063	1.61444	3.42045	1.86053	4.04866	4.36578	5.01061	3.09739	2.38832	1.72219	1.96185	0.66792	1.84134	3.63932	1.97794	2.63872	1.74842	2.03332	3.32363	2.17937	3.26604	2.5227	1.73774	3.22565	3.75459	4.52544	1.56979	2.09598	3.47244	2.84391	2.0493	1.91967	1.67318	3.54354	3.12542	1.54162	0.95095	3.39823	1.85674	1.85041	2.14959	1.23573	1.78796	2.00014	2.48048	3.14832	4.22128	1.67571	2.61608	2.09487	1.4443	3.1571
alpha_rarefaction_67_2.txt	67	2	3.77226	5.22201	3.05852	3.77284	5.61821	3.03779	4.29617	4.67621	3.13658	2.92717	5.50479	3.22022	3.84071	2.54796	2.29044	3.2414	3.57841	4.31006	4.70757	4.83032	5.60128	2.89901	3.75601	3.98818	2.07723	3.07508	2.6699	3.23464	3.40204	4.88862	3.69555	4.65826	2.15313	3.49475	2.91232	5.52994	3.57587	3.12495	1.30218	4.48788	3.6432	2.29709	3.52455	1.66451	2.57183	4.63294	4.50398	4.18739	2.362	3.08234	2.43127	0.8819	1.35943	3.67227	2.51616	1.94498	1.76992	2.11252	3.31357	1.68616	3.02909	1.43689	1.82196	2.78586	4.60657	4.2613	1.50322	1.65929	3.20348	2.4349	1.85453	1.85685	2.57911	2.83592	2.33343	1.07957	1.71134	4.42009	1.88748	1.78651	1.56743	0.84458	1.92189	3.70818	2.54004	3.19098	3.9732	1.60282	2.82037	2.51128	2.06105	2.8986
alpha_rarefaction_67_3.txt	67	3	3.47446	4.71407	2.62531	3.29818	4.97566	3.81349	4.75519	5.13658	3.256	3.37646	4.74603	4.02144	4.12771	3.17666	2.29432	3.15954	3.73409	4.22567	4.58178	5.33902	4.51652	3.28298	3.32666	3.83756	3.22575	2.77042	3.27332	3.36423	3.93389	3.72147	4.19636	4.76309	2.59685	3.43252	1.93259	4.18275	3.258	2.04689	1.81627	4.34415	3.48584	1.84812	2.17461	1.60069	3.0065	4.57996	5.01507	3.99053	1.70555	3.2855	2.73852	3.09475	1.47388	4.12198	1.89629	1.76818	1.50757	2.03993	3.31847	2.95628	2.82996	2.04362	2.67005	3.90328	3.9523	3.88047	1.55516	1.42671	3.27098	1.95052	2.43156	1.95996	3.77977	2.87119	2.82104	1.86331	1.64125	3.38703	1.24321	1.74581	1.66258	1.34708	1.27587	2.0274	2.69781	3.71478	4.19754	2.48854	2.75884	2.73579	0.57319	1.8384
alpha_rarefaction_67_4.txt	67	4	4.67891	5.54052	2.92619	3.61511	5.18927	3.08669	3.96512	4.32257	3.51813	4.19618	3.97797	3.4794	3.27064	2.19876	2.29688	2.73102	2.02388	3.60128	4.77302	5.12723	4.79493	2.34406	3.4051	4.11296	2.28179	2.32996	2.7293	3.56238	4.28114	3.12985	4.44215	3.37144	2.28204	2.4321	2.21947	5.42982	3.58865	2.68017	1.97845	4.26498	4.1209	2.11185	3.84684	1.65223	3.9382	3.56894	3.97242	4.73809	1.49271	2.35617	2.46843	2.70945	1.98429	5.13038	1.79651	1.71079	1.20181	2.17532	2.20081	1.48638	3.07282	2.05137	2.2678	3.47097	4.20616	4.13781	0.9919	2.30158	3.33269	2.3874	1.79831	1.28086	2.54888	3.71699	2.28189	1.81226	1.34854	3.65907	2.15777	1.92757	2.29384	1.30803	1.49902	2.85832	2.43497	3.59476	4.71238	1.18836	2.54791	2.12165	1.30143	1.97027
alpha_rarefaction_67_5.txt	67	5	5.15037	5.42908	3.25901	3.98244	4.68433	3.16557	4.28281	4.58506	3.69796	3.81926	4.31541	3.18599	3.39197	2.81372	2.17267	3.87494	2.15997	4.19967	4.03439	4.35302	4.59556	2.11773	3.90093	4.25033	2.55628	3.82925	2.70384	3.23691	3.76929	3.66037	4.19436	3.66994	2.64895	2.8911	2.72786	5.37536	3.68496	3.09574	1.76439	4.41901	3.85151	1.78488	3.14581	1.65576	3.16752	4.77639	3.66752	3.1884	3.08103	2.6098	2.46431	1.57181	2.16378	3.01323	2.04965	1.6378	2.64069	2.18845	2.23214	2.43011	3.56947	2.15312	1.8934	3.16581	3.55609	3.56638	2.49292	1.78467	3.08879	2.7129	2.25683	1.2876	2.48557	3.37615	2.43825	1.89527	1.3299	3.38649	1.7551	2.12927	2.05762	1.65694	1.61713	2.9734	2.45843	2.90188	3.96537	2.25169	2.72497	2.18797	2.0525	1.71083
alpha_rarefaction_67_6.txt	67	6	3.66289	3.91167	3.70424	4.07613	4.4907	4.0462	4.05104	4.31803	2.8792	3.33781	4.86016	2.70894	4.20169	2.25269	2.06724	2.96316	4.25616	4.20481	4.83152	5.49318	4.98625	3.01698	3.29106	4.90849	1.58509	3.32866	2.78732	3.94806	5.16904	3.44069	3.85624	2.63166	2.43626	2.63088	2.75511	4.77097	3.86803	2.78844	1.76323	3.97177	2.90762	1.84806	2.6481	2.16453	2.95875	4.35813	4.38486	3.96207	1.80364	2.81906	2.35767	2.11092	1.84626	3.51962	1.72593	2.44202	1.88293	1.96977	3.51727	1.84371	3.31509	2.67917	2.10417	3.37814	3.9013	3.60289	1.31271	1.22769	3.15306	2.72922	2.11498	1.92373	3.22638	3.30044	2.85671	2.41054	1.45925	4.31415	2.05319	1.77317	2.06177	1.48376	1.45924	2.91805	3.45519	3.60122	4.17372	1.74547	2.4376	2.68182	1.54768	2.95817
alpha_rarefaction_67_7.txt	67	7	4.43642	5.29601	3.24486	3.67106	4.47289	3.20584	4.20694	4.45867	2.60248	3.40265	5.83178	4.03638	3.32338	2.23678	2.28928	3.46932	3.09183	4.05957	4.90665	5.04065	5.16725	2.56132	3.73284	4.21616	2.88327	2.85619	2.63817	4.12535	4.54543	3.25079	3.62718	3.20485	3.06505	2.61518	2.72153	5.47004	3.38007	3.17706	2.13512	3.89711	3.70753	1.78535	3.4495	1.85461	2.89103	4.56081	4.53168	2.83848	2.42539	2.75859	2.50967	1.73635	1.6664	3.83134	2.56775	1.38327	0.89003	2.18715	2.75868	2.08112	3.2702	2.52228	1.97207	2.7108	5.29014	4.00615	1.45311	1.69697	3.12737	2.78113	1.90473	1.75037	2.92262	3.37136	2.52563	1.65809	1.66666	3.49708	1.52165	1.405	2.16201	1.39923	1.5368	2.48575	3.13787	3.38355	4.05314	2.58722	1.88935	2.49546	1.6677	2.20968
alpha_rarefaction_67_8.txt	67	8	3.90246	5.07294	2.71893	4.09829	5.27373	3.34079	3.39634	4.76265	3.47627	3.94779	5.07897	4.10399	3.612	2.09788	2.39302	3.56765	2.51367	4.45379	4.47413	5.81982	5.44267	3.26897	3.51543	3.98706	2.8341	3.82787	3.46476	3.05328	6.41724	3.94182	3.96788	3.00046	1.94097	2.38122	2.67526	4.46723	3.60341	2.81122	1.63994	4.22825	3.8795	2.11516	3.03269	1.66182	2.39316	4.66916	5.06967	2.90758	2.63777	2.41435	2.38037	2.00713	2.37486	3.87071	1.92363	1.60513	1.9707	2.35203	2.97653	2.77416	2.60048	2.507	2.46553	3.72015	4.57832	4.48297	1.76972	1.45513	3.00049	2.61774	1.93766	1.37277	2.49169	3.32195	2.84189	1.68198	1.75835	3.42199	2.01544	2.0547	2.08296	0.99586	1.76581	2.51788	3.56286	3.75581	3.86567	1.65301	2.54005	2.13459	2.01421	1.77392
alpha_rarefaction_67_9.txt	67	9	4.2002	5.13771	3.10974	3.38147	5.09537	3.29589	4.94904	4.16219	3.61889	3.13404	3.85243	3.33973	3.96687	3.0561	2.38676	3.65861	2.2223	4.37806	4.63922	5.51823	4.32156	2.84454	3.19514	4.34301	2.03824	2.75637	2.47529	4.34718	4.87898	3.36759	3.79543	2.98063	2.13568	2.12582	2.84959	5.23054	3.72822	3.65547	2.42654	3.97832	3.53978	1.8768	3.56352	1.79655	3.11349	3.9823	5.02559	3.24198	2.32107	1.948	2.39552	1.17945	1.25497	4.36083	2.15577	1.78069	2.62667	2.04468	2.5648	2.31466	3.34619	2.33255	2.20427	3.23468	4.2092	3.64293	2.11564	1.58832	2.91668	3.44803	1.51078	1.48852	2.91346	3.6824	2.74304	2.05398	1.91095	3.7637	2.46558	2.43335	1.70788	1.46804	1.56502	2.58554	2.71733	3.14866	4.25132	1.86149	2.55945	2.56074	1.56588	2.20364
alpha_rarefaction_86_0.txt	86	0	5.14937	4.94432	3.88722	4.37753	5.36944	3.79159	4.60114	4.69208	3.55892	3.34835	4.65703	3.35875	3.73561	3.00765	2.58149	4.6283	4.34804	4.58062	4.73137	6.21667	6.0713	4.23242	4.17827	4.62505	2.15686	3.58206	2.44586	3.65212	4.55747	4.59498	4.67392	3.08271	2.67669	3.16017	3.57449	5.47419	4.00635	3.2174	1.89398	3.70446	3.68052	1.66953	2.85646	1.75411	3.27854	3.24067	4.74545	4.42643	2.46112	2.94875	2.2556	1.45828	2.28326	5.41115	3.16442	2.58934	1.58827	2.2283	3.436	2.90302	3.56528	3.22034	3.08489	3.78528	4.18994	4.25791	1.54132	1.33101	3.86298	2.60669	2.32427	1.85393	2.1556	3.9382	3.14022	2.04795	1.21771	4.0965	2.76556	1.68304	1.81361	1.53686	1.93716	2.63399	3.11659	4.61154	4.45931	2.02846	2.639	1.9708	1.52015	2.06053
alpha_rarefaction_86_1.txt	86	1	5.50811	5.73244	3.74143	4.34559	5.44765	4.07013	4.7457	4.80793	3.46708	3.45172	5.24916	3.69402	4.34697	2.75671	2.73525	4.10714	3.74548	4.16484	5.20039	6.0191	6.33107	2.71259	4.15935	5.08517	4.06034	3.31024	3.09278	4.55473	5.52221	5.1695	5.07208	4.71794	3.59845	2.82577	2.88613	5.77534	3.49739	3.25985	1.46695	4.60568	3.01156	2.01257	2.89747	1.9065	3.83075	4.38549	5.3405	3.72685	2.72103	2.40255	2.35434	2.74331	2.20922	3.60796	2.63658	2.58402	2.09303	2.51677	3.35783	2.01076	3.24644	2.38866	3.17609	3.53025	5.10471	4.05649	1.92184	2.47144	3.40183	3.10043	2.06904	1.87285	3.162	4.47854	2.58868	2.3642	0.94017	4.28425	2.92283	2.27223	2.03279	1.77875	1.76686	3.77289	2.1041	4.17099	4.15655	1.48921	3.00169	1.89953	2.39899	2.33325
alpha_rarefaction_86_2.txt	86	2	5.66314	5.34439	3.75768	3.71914	5.78626	4.26077	4.71413	4.59319	3.66928	3.3112	4.38331	4.25456	4.85232	2.74214	2.86777	5.20434	3.64033	3.79239	4.65396	5.20699	5.67942	3.24154	3.69279	4.44552	2.82986	2.79683	3.17125	4.47473	6.29937	4.55454	4.53793	3.99513	2.79835	3.51837	2.47315	4.97454	2.11671	3.27291	2.29206	4.81567	3.51589	1.63928	3.54675	2.29117	4.28033	4.39286	4.622	4.06491	2.80528	2.72774	2.15321	1.63904	2.28478	3.38287	2.32114	2.01664	2.62613	1.65113	3.27448	3.2202	3.94792	2.46079	2.26064	3.92648	4.92743	3.93943	1.70442	2.25563	3.31378	2.86767	1.98586	1.81635	3.41205	3.93354	3.05979	2.28323	1.5259	4.40836	1.4699	1.96823	1.73597	1.38435	1.52583	3.08378	2.37465	3.89976	4.91937	2.35293	3.16525	1.81499	2.27038	3.20696
alpha_rarefaction_86_3.txt	86	3	4.19072	5.16538	2.86357	4.29983	5.46042	4.25226	4.11294	4.6001	3.67364	3.98781	4.53315	3.82139	4.66969	3.60809	1.96439	3.86961	3.35785	5.01675	4.10838	5.51212	6.32694	3.45334	4.36372	4.14774	2.05003	3.59764	3.72133	2.68767	4.14125	4.10024	5.10337	3.59565	2.79702	3.41285	3.08481	4.98032	3.97783	2.35976	2.47693	4.45731	3.47229	2.05479	4.25315	2.25767	3.37832	4.15683	4.84883	3.94268	2.98059	1.93438	2.27247	2.4404	1.78383	3.34587	2.63028	1.922	2.43242	1.59361	3.7248	2.5315	2.51874	2.88937	2.18146	3.86991	4.21295	4.71882	3.12091	2.4335	2.6686	3.36266	1.27435	1.51164	3.29798	4.11959	2.9049	2.34111	1.84198	4.1017	2.02795	2.68459	2.51961	1.0732	2.35228	2.70933	2.69621	4.2647	4.54171	2.14591	2.39688	3.01687	1.89529	2.36088
alpha_rarefaction_86_4.txt	86	4	4.08212	5.91099	2.88462	4.41795	4.40721	3.75675	4.39828	5.37604	3.06857	3.17321	4.40234	3.8669	4.47399	2.58106	2.4136	4.38543	3.32506	4.96246	4.29976	6.4481	6.12559	3.14156	3.41203	4.57861	2.42262	3.6589	2.85227	3.70463	4.83386	5.18883	5.54983	3.09059	3.27633	2.95136	3.12986	5.56318	3.90892	3.14564	1.93875	4.46709	3.71554	2.39226	3.57247	1.99925	3.79012	5.34559	5.10392	3.7255	2.44017	2.83218	2.5342	1.65352	2.05531	4.55796	2.81046	2.03117	2.29892	2.40316	3.29026	2.20465	3.16474	2.59994	1.98027	3.48297	4.75764	4.39797	2.03672	2.42582	3.14707	2.30072	2.32571	1.9526	3.3727	3.80482	3.31551	2.01755	1.33582	4.20038	2.56746	2.11105	1.01226	1.46962	2.48091	2.62112	3.11841	3.95901	4.64958	2.15915	2.77986	2.89188	2.13027	1.72386
alpha_rarefaction_86_5.txt	86	5	4.90909	4.79274	3.0551	3.84657	5.64653	4.13327	4.89287	4.87045	4.15795	3.42324	5.1816	4.67383	5.08112	3.25149	2.6824	4.11402	2.84748	4.31351	5.37102	5.66159	5.52638	3.39508	4.52214	4.30768	2.9478	3.48269	3.30095	3.71129	4.54062	4.96957	4.15392	4.73835	3.55222	2.93981	2.68205	5.27506	4.3148	3.52814	1.9496	4.88661	3.68415	2.33497	3.80141	2.55315	4.41824	5.21897	4.85951	4.00027	2.14721	2.93804	2.59604	1.39124	2.22965	4.43183	2.4672	2.31387	2.34667	2.49828	3.30755	2.34319	3.01856	2.89072	2.12911	3.62018	5.44231	4.11355	2.18932	1.80238	3.24142	1.93567	2.05854	1.68754	3.23149	3.71521	3.27927	2.27364	2.101	3.74375	1.6626	2.36454	2.48588	0.95412	1.50581	2.99175	2.83011	4.80862	4.56027	2.66668	3.50125	2.95752	1.89899	2.46807
alpha_rarefaction_86_6.txt	86	6	4.53765	4.92455	3.26734	4.37441	5.71112	3.35216	4.28218	4.61627	3.25694	3.97555	3.87624	3.59903	4.90207	3.06483	2.73279	3.50604	3.76557	4.35317	4.79642	5.59595	5.70435	2.65144	4.25733	5.17858	2.87313	3.14454	3.17366	4.42015	5.12542	4.79146	4.59796	3.89657	3.21993	3.07561	3.09745	6.50626	3.92	3.56647	1.81376	5.14931	3.39258	1.66667	4.09739	1.89128	3.62638	4.54451	4.65607	4.61397	2.48396	2.06586	2.66833	1.31686	1.2977	4.22693	2.20426	1.68064	2.43398	2.08232	2.97658	2.91146	3.82179	2.64987	2.47963	3.44172	5.20879	3.85032	1.96003	1.71801	3.00557	2.65367	2.49946	1.33393	4.07648	3.8622	2.84612	1.9744	2.04143	4.3958	1.20248	2.16014	2.04932	1.10983	1.54743	3.21251	2.65847	4.13976	5.1197	2.31957	3.19792	2.72615	1.80754	2.92078
